SQGDP2 Gross domestic product (GDP) by state 1
SQGDP2 Gross domestic product (GDP) by state 1
State or DC
GeoFIPS,GeoName,LineCode,Description,2024:Q1,2024:Q2,2024:Q3,2024:Q4
04000,Arizona,2,"  Private industries",498791.6,508053.8,516568.9,525181.0
04000,Arizona,3,"      Agriculture, forestry, fishing and hunting",2472.6,2715.9,2903.3,3021.2
04000,Arizona,6,"      Mining, quarrying, and oil and gas extraction",6177.1,6772.2,6353.0,6265.5
04000,Arizona,10,"      Utilities",10227.3,10865.3,10386.4,10676.0
04000,Arizona,11,"      Construction",36448.7,36530.2,36899.6,36959.0
04000,Arizona,12,"      Manufacturing",44766.0,45552.4,46903.0,47455.0
04000,Arizona,13,"          Durable goods manufacturing",36689.0,37437.7,38887.9,39388.4
04000,Arizona,25,"          Nondurable goods manufacturing",8077.0,8114.7,8015.1,8066.6
04000,Arizona,34,"      Wholesale trade",29931.5,30141.3,31045.0,31400.5
04000,Arizona,35,"      Retail trade",41542.3,42250.8,42482.2,42629.0
04000,Arizona,36,"      Transportation and warehousing",18606.7,19072.5,19179.2,19583.0
04000,Arizona,45,"      Information",18905.7,19524.3,19823.6,19573.8
04000,Arizona,51,"      Finance and insurance",40494.2,42245.5,43783.6,45871.0
04000,Arizona,56,"      Real estate and rental and leasing",96764.3,98461.3,99884.1,101572.1
04000,Arizona,60,"      Professional, scientific, and technical services",30843.4,31522.8,32190.1,33014.0
04000,Arizona,64,"      Management of companies and enterprises",7724.0,7281.7,7768.7,8102.3
04000,Arizona,65,"      Administrative and support and waste management and remediation services",24292.7,24501.6,24756.3,24959.9
04000,Arizona,69,"      Educational services",5749.9,5772.7,5867.0,6010.3
04000,Arizona,70,"      Health care and social assistance",46729.8,47380.0,48177.0,49412.0
04000,Arizona,76,"      Arts, entertainment, and recreation",5581.1,5636.3,5972.6,5816.7
04000,Arizona,79,"      Accommodation and food services",20617.6,20638.6,20783.6,21226.2
04000,Arizona,82,"      Other services (except government and government enterprises)",10916.7,11188.4,11410.6,11633.7
04000,Arizona,83,"  Government and government enterprises",57096.7,57915.4,58105.2,58641.5
04000,Arizona,84,"    Federal civilian",10803.2,11034.1,11263.5,11432.1
04000,Arizona,85,"    Military",5003.5,4986.4,4906.1,4923.8
04000,Arizona,86,"    State and local",41290.0,41894.9,41935.6,42285.6
05000,Arkansas,1,All industry total,184256.6,186555.3,189659.7,192886.6
05000,Arkansas,2,"  Private industries",163699.5,165760.4,168824.1,171970.2
05000,Arkansas,3,"      Agriculture, forestry, fishing and hunting",5419.4,5199.8,6425.3,6878.6
05000,Arkansas,6,"      Mining, quarrying, and oil and gas extraction",910.0,931.0,881.8,831.5
05000,Arkansas,10,"      Utilities",4828.4,4838.5,4770.4,4715.2
05000,Arkansas,11,"      Construction",8328.7,8420.3,8580.4,8495.4
05000,Arkansas,12,"      Manufacturing",25197.2,25369.7,25474.4,25272.7
05000,Arkansas,13,"          Durable goods manufacturing",13600.2,13818.5,13861.5,13562.9
05000,Arkansas,25,"          Nondurable goods manufacturing",11597.0,11551.2,11612.9,11709.9
05000,Arkansas,34,"      Wholesale trade",14548.0,14782.8,14902.5,15375.5
05000,Arkansas,35,"      Retail trade",15054.2,14805.5,15269.1,15386.0
05000,Arkansas,36,"      Transportation and warehousing",7886.3,8061.2,8331.0,8480.3
05000,Arkansas,45,"      Information",3571.0,3732.2,3588.2,3570.3
05000,Arkansas,51,"      Finance and insurance",8927.4,9185.0,9312.7,9478.6
05000,Arkansas,56,"      Real estate and rental and leasing",20670.4,20862.2,21070.5,21223.0
05000,Arkansas,60,"      Professional, scientific, and technical services",7087.1,7197.2,7464.3,7457.2
05000,Arkansas,64,"      Management of companies and enterprises",7930.2,8424.9,8547.0,10054.5
05000,Arkansas,65,"      Administrative and support and waste management and remediation services",5615.0,5679.4,5832.6,5886.7
05000,Arkansas,69,"      Educational services",1069.6,1094.4,1096.2,1123.9
05000,Arkansas,70,"      Health care and social assistance",15702.0,15904.0,16029.1,16255.8
05000,Arkansas,76,"      Arts, entertainment, and recreation",1111.6,1328.3,1070.9,1188.6
05000,Arkansas,79,"      Accommodation and food services",5588.5,5580.5,5666.8,5748.7
05000,Arkansas,82,"      Other services (except government and government enterprises)",4254.4,4363.4,4510.8,4547.5
05000,Arkansas,83,"  Government and government enterprises",20557.1,20794.9,20835.7,20916.4
05000,Arkansas,84,"    Federal civilian",3511.7,3550.4,3600.9,3629.3
05000,Arkansas,85,"    Military",1149.5,1172.8,1184.2,1196.7
05000,Arkansas,86,"    State and local",15895.9,16071.8,16050.5,16090.4
06000,California,1,All industry total,3976763.4,4014221.5,4075823.2,4125624.4
06000,California,2,"  Private industries",3551347.7,3582862.0,3636645.9,3675456.2
06000,California,3,"      Agriculture, forestry, fishing and hunting",51740.2,52946.6,52321.5,54476.5
06000,California,6,"      Mining, quarrying, and oil and gas extraction",10066.1,10192.0,9788.0,10330.9
06000,California,10,"      Utilities",59443.9,59614.0,58742.2,57614.5
06000,California,11,"      Construction",155124.4,156716.5,157870.0,155846.7
06000,California,12,"      Manufacturing",383612.9,376739.7,388042.7,379192.8
06000,California,13,"          Durable goods manufacturing",236827.6,227415.0,243396.1,234271.0
06000,California,25,"          Nondurable goods manufacturing",146785.3,149324.6,144646.6,144921.8
06000,California,34,"      Wholesale trade",204602.6,206708.0,211139.9,212196.3
06000,California,35,"      Retail trade",230971.5,232696.6,234270.7,237798.5
06000,California,36,"      Transportation and warehousing",128412.3,132072.2,131865.9,134829.4
06000,California,45,"      Information",427730.0,433153.4,446051.1,458419.4
06000,California,51,"      Finance and insurance",172430.5,170822.5,174714.5,175592.7
06000,California,56,"      Real estate and rental and leasing",566651.4,573029.5,579254.0,584085.0
06000,California,60,"      Professional, scientific, and technical services",393596.1,391880.5,401381.9,397615.0
06000,California,64,"      Management of companies and enterprises",77074.7,83482.0,80951.5,95541.9
06000,California,65,"      Administrative and support and waste management and remediation services",118169.5,119661.8,120129.2,121706.6
06000,California,69,"      Educational services",41967.1,42021.1,42994.8,43773.5
06000,California,70,"      Health care and social assistance",273102.9,280152.6,282408.8,291010.5
06000,California,76,"      Arts, entertainment, and recreation",57051.4,57274.8,57994.5,58090.1
06000,California,79,"      Accommodation and food services",123726.1,126775.2,128139.9,127987.5
06000,California,82,"      Other services (except government and government enterprises)",75874.0,76922.8,78584.8,79348.4
06000,California,83,"  Government and government enterprises",425415.7,431359.5,439177.3,450168.2
06000,California,84,"    Federal civilian",59209.5,59710.7,60344.3,60737.5
06000,California,85,"    Military",33565.0,32885.5,34085.4,33945.7
06000,California,86,"    State and local",332641.2,338763.3,344747.6,355485.1
08000,Colorado,1,All industry total,545041.8,556154.0,561818.9,567517.1
08000,Colorado,2,"  Private industries",483088.7,493280.9,498516.4,503044.8
08000,Colorado,3,"      Agriculture, forestry, fishing and hunting",2292.4,2859.3,2910.8,3272.7
08000,Colorado,6,"      Mining, quarrying, and oil and gas extraction",16801.6,17740.1,17200.5,17133.6
08000,Colorado,10,"      Utilities",6368.0,6664.1,6319.6,6216.4
08000,Colorado,11,"      Construction",32327.3,32615.7,32723.6,32810.8
08000,Colorado,12,"      Manufacturing",29846.5,30117.2,30008.8,30259.1
08000,Colorado,13,"          Durable goods manufacturing",17970.8,18435.9,18297.7,18556.7
08000,Colorado,25,"          Nondurable goods manufacturing",11875.7,11681.2,11711.1,11702.3
08000,Colorado,34,"      Wholesale trade",29755.9,30035.3,30340.4,31025.7
08000,Colorado,35,"      Retail trade",32231.9,32519.1,33097.3,32880.6
08000,Colorado,36,"      Transportation and warehousing",18777.7,19584.3,19905.3,19774.4
08000,Colorado,45,"      Information",32316.8,33047.8,34024.2,33155.6
08000,Colorado,51,"      Finance and insurance",30250.0,31035.2,31329.5,31750.8
08000,Colorado,56,"      Real estate and rental and leasing",86608.6,88030.0,89134.6,90081.0
08000,Colorado,60,"      Professional, scientific, and technical services",59326.6,60701.7,62035.0,63416.3
08000,Colorado,64,"      Management of companies and enterprises",10359.7,10658.1,11251.3,11169.1
08000,Colorado,65,"      Administrative and support and waste management and remediation services",15998.4,16120.3,16126.2,16254.2
08000,Colorado,69,"      Educational services",4561.4,4576.2,4530.8,4597.0
08000,Colorado,70,"      Health care and social assistance",32940.0,34205.3,34366.1,35285.7
08000,Colorado,76,"      Arts, entertainment, and recreation",8319.7,8516.6,8612.3,9260.5
08000,Colorado,79,"      Accommodation and food services",21270.2,21321.0,21417.9,21379.6
08000,Colorado,82,"      Other services (except government and government enterprises)",12736.0,12933.5,13182.1,13321.8
08000,Colorado,83,"  Government and government enterprises",61953.1,62873.2,63302.5,64472.3
08000,Colorado,84,"    Federal civilian",12728.8,12839.9,13014.5,13128.1
08000,Colorado,85,"    Military",7571.7,7726.7,7855.5,7950.5
08000,Colorado,86,"    State and local",41652.6,42306.5,42432.5,43393.7
09000,Connecticut,1,All industry total,349973.6,355272.3,359237.6,362856.3
09000,Connecticut,2,"  Private industries",317894.1,322906.6,326982.8,329925.7
09000,Connecticut,3,"      Agriculture, forestry, fishing and hunting",(D),(D),(D),(D)
09000,Connecticut,6,"      Mining, quarrying, and oil and gas extraction",241.9,258.8,255.7,259.5
09000,Connecticut,10,"      Utilities",5554.3,5605.6,5599.6,5572.1
09000,Connecticut,11,"      Construction",10496.6,10512.6,10503.7,10643.6
09000,Connecticut,12,"      Manufacturing",40944.7,41977.1,41760.5,41745.1
09000,Connecticut,13,"          Durable goods manufacturing",30959.9,32177.5,32052.7,31982.8
09000,Connecticut,25,"          Nondurable goods manufacturing",9984.8,9799.6,9707.8,9762.3
09000,Connecticut,34,"      Wholesale trade",19313.0,19289.8,19588.0,19937.3
09000,Connecticut,35,"      Retail trade",21692.0,21526.0,21937.7,21714.2
09000,Connecticut,36,"      Transportation and warehousing",7425.5,7960.5,8413.9,8865.1
09000,Connecticut,45,"      Information",(D),(D),(D),(D)
09000,Connecticut,51,"      Finance and insurance",44824.1,45652.6,46521.0,47438.9
09000,Connecticut,56,"      Real estate and rental and leasing",46735.6,47281.0,47495.7,48026.5
09000,Connecticut,60,"      Professional, scientific, and technical services",25484.3,26146.6,26692.8,26953.7
09000,Connecticut,64,"      Management of companies and enterprises",7842.5,7886.4,8384.8,8249.4
09000,Connecticut,65,"      Administrative and support and waste management and remediation services",10270.1,10282.4,10458.1,10669.6
09000,Connecticut,69,"      Educational services",8570.9,8687.8,8849.0,8984.5
09000,Connecticut,70,"      Health care and social assistance",30211.3,30730.7,31231.3,31573.0
09000,Connecticut,76,"      Arts, entertainment, and recreation",3871.0,4048.0,4072.9,4136.7
09000,Connecticut,79,"      Accommodation and food services",9123.8,9113.9,9077.8,9200.3
09000,Connecticut,82,"      Other services (except government and government enterprises)",6800.1,6956.3,7087.1,7153.0
09000,Connecticut,83,"  Government and government enterprises",32079.5,32365.6,32254.8,32930.7
09000,Connecticut,84,"    Federal civilian",4075.0,4076.1,4109.3,4128.9
09000,Connecticut,85,"    Military",2868.7,2849.1,2831.7,2914.6
09000,Connecticut,86,"    State and local",25135.8,25440.4,25313.8,25887.1
10000,Delaware,1,All industry total,108190.3,110280.0,112069.0,113347.8
10000,Delaware,2,"  Private industries",98787.1,100422.5,102541.7,103521.5
10000,Delaware,3,"      Agriculture, forestry, fishing and hunting",(D),(D),(D),(D)
10000,Delaware,6,"      Mining, quarrying, and oil and gas extraction",(D),(D),(D),(D)
10000,Delaware,10,"      Utilities",1573.2,1579.3,1585.3,1545.6
10000,Delaware,11,"      Construction",4068.8,3850.0,3943.1,3974.8
10000,Delaware,12,"      Manufacturing",7712.1,7988.4,8180.2,8261.9
10000,Delaware,13,"          Durable goods manufacturing",1516.8,1559.3,1588.3,1535.6
10000,Delaware,25,"          Nondurable goods manufacturing",6195.3,6429.2,6592.0,6726.3
10000,Delaware,34,"      Wholesale trade",2980.0,3031.1,3076.6,3129.9
10000,Delaware,35,"      Retail trade",4643.8,4628.2,4773.9,4668.7
10000,Delaware,36,"      Transportation and warehousing",2254.2,2268.7,2313.0,2373.2
10000,Delaware,45,"      Information",1385.1,1397.3,1404.2,1395.6
10000,Delaware,51,"      Finance and insurance",27082.8,28099.5,28042.0,28548.5
10000,Delaware,56,"      Real estate and rental and leasing",22076.5,22197.8,22439.4,22693.0
10000,Delaware,60,"      Professional, scientific, and technical services",6435.0,6609.6,7284.6,6965.3
10000,Delaware,64,"      Management of companies and enterprises",1955.7,2054.1,2044.8,2042.5
10000,Delaware,65,"      Administrative and support and waste management and remediation services",2822.2,2819.2,2858.4,2873.7
10000,Delaware,69,"      Educational services",517.8,524.6,552.6,556.6
10000,Delaware,70,"      Health care and social assistance",7898.5,8031.7,8180.6,8479.2
10000,Delaware,76,"      Arts, entertainment, and recreation",589.6,595.9,632.8,646.3
10000,Delaware,79,"      Accommodation and food services",2487.9,2528.5,2531.5,2520.2
10000,Delaware,82,"      Other services (except government and government enterprises)",1475.8,1501.5,1511.9,1529.6
10000,Delaware,83,"  Government and government enterprises",9403.2,9857.5,9527.3,9826.3
10000,Delaware,84,"    Federal civilian",1259.2,1278.3,1300.3,1318.3
10000,Delaware,85,"    Military",776.0,790.1,798.9,804.8
10000,Delaware,86,"    State and local",7368.0,7789.0,7428.1,7703.3
11000,District of Columbia,1,All industry total,180231.1,182930.9,184790.9,189237.7
11000,District of Columbia,2,"  Private industries",123575.6,125536.1,127411.5,131118.2
11000,District of Columbia,3,"      Agriculture, forestry, fishing and hunting",(D),(D),(D),(D)
11000,District of Columbia,6,"      Mining, quarrying, and oil and gas extraction",0.0,0.0,0.0,0.0
11000,District of Columbia,10,"      Utilities",1557.2,1536.2,1435.9,1479.9
11000,District of Columbia,11,"      Construction",1962.4,1982.7,2019.2,2060.8
11000,District of Columbia,12,"      Manufacturing",(D),(D),(D),(D)
11000,District of Columbia,13,"          Durable goods manufacturing",178.6,181.6,185.1,184.4
11000,District of Columbia,25,"          Nondurable goods manufacturing",(D),(D),(D),(D)
11000,District of Columbia,34,"      Wholesale trade",2225.0,2273.6,2197.8,2312.8
11000,District of Columbia,35,"      Retail trade",2284.6,2299.5,2302.8,2355.4
11000,District of Columbia,36,"      Transportation and warehousing",818.4,801.3,834.4,812.2
11000,District of Columbia,45,"      Information",11684.8,11623.9,12094.8,13017.3
11000,District of Columbia,51,"      Finance and insurance",8488.2,8621.4,9011.6,9417.9
11000,District of Columbia,56,"      Real estate and rental and leasing",15865.5,16002.9,16313.5,16274.5
11000,District of Columbia,60,"      Professional, scientific, and technical services",37267.1,38225.0,38379.1,39472.3
11000,District of Columbia,64,"      Management of companies and enterprises",1111.5,1185.9,1243.6,1237.1
11000,District of Columbia,65,"      Administrative and support and waste management and remediation services",4960.2,4976.3,5036.1,5204.7
11000,District of Columbia,69,"      Educational services",5516.7,5695.8,5787.8,5918.9
11000,District of Columbia,70,"      Health care and social assistance",8564.2,8647.4,8912.7,8967.9
11000,District of Columbia,76,"      Arts, entertainment, and recreation",1645.1,1704.9,1761.6,1883.0
11000,District of Columbia,79,"      Accommodation and food services",6733.4,6886.1,6778.0,7234.7
11000,District of Columbia,82,"      Other services (except government and government enterprises)",12562.8,12732.3,12957.0,13121.5
11000,District of Columbia,83,"  Government and government enterprises",56655.5,57394.8,57379.4,58119.6
11000,District of Columbia,84,"    Federal civilian",47454.3,47873.1,48401.1,48868.8
11000,District of Columbia,85,"    Military",4582.8,4734.3,4374.4,4454.3
11000,District of Columbia,86,"    State and local",4618.3,4787.4,4603.9,4796.5
12000,Florida,1,All industry total,1690354.5,1710819.7,1742107.4,1763558.0
12000,Florida,2,"  Private industries",1537296.6,1555250.0,1585239.9,1605199.5
12000,Florida,3,"      Agriculture, forestry, fishing and hunting",8243.0,8406.2,7984.0,7988.0
12000,Florida,6,"      Mining, quarrying, and oil and gas extraction",1611.7,1836.8,1812.3,1761.5
12000,Florida,10,"      Utilities",29250.0,29003.4,28174.2,28637.0
12000,Florida,11,"      Construction",93935.6,95057.4,96204.1,96224.8
12000,Florida,12,"      Manufacturing",81736.9,83347.2,84538.7,84381.0
12000,Florida,13,"          Durable goods manufacturing",52528.0,53805.0,54510.5,53464.8
12000,Florida,25,"          Nondurable goods manufacturing",29208.9,29542.2,30028.2,30916.2
12000,Florida,34,"      Wholesale trade",110495.5,111053.4,114952.2,113699.7
12000,Florida,35,"      Retail trade",131388.7,131015.1,134176.8,133466.8
12000,Florida,36,"      Transportation and warehousing",61318.4,61718.3,62787.1,63247.6
12000,Florida,45,"      Information",57678.0,57885.9,59888.3,59734.6
12000,Florida,51,"      Finance and insurance",98783.5,99941.3,101559.0,106170.7
12000,Florida,56,"      Real estate and rental and leasing",346024.7,351953.9,358177.8,363468.5
12000,Florida,60,"      Professional, scientific, and technical services",133720.6,136780.9,140304.6,142728.9
12000,Florida,64,"      Management of companies and enterprises",25943.4,24401.8,26382.3,28755.3
12000,Florida,65,"      Administrative and support and waste management and remediation services",66683.3,67572.0,68793.2,69746.1
12000,Florida,69,"      Educational services",14614.9,14824.9,15140.9,15510.7
12000,Florida,70,"      Health care and social assistance",132745.9,135078.4,137506.9,140562.8
12000,Florida,76,"      Arts, entertainment, and recreation",26099.9,26874.3,26912.2,28117.5
12000,Florida,79,"      Accommodation and food services",77257.7,77650.8,78538.1,78834.4
12000,Florida,82,"      Other services (except government and government enterprises)",39764.9,40848.0,41407.0,42163.6
12000,Florida,83,"  Government and government enterprises",153058.0,155569.7,156867.5,158358.5
12000,Florida,84,"    Federal civilian",28974.4,29620.1,30286.1,30726.8
12000,Florida,85,"    Military",14985.1,15100.9,15174.0,15362.8
12000,Florida,86,"    State and local",109098.6,110848.7,111407.3,112268.9
13000,Georgia,1,All industry total,864771.2,876955.6,886879.3,897426.6
13000,Georgia,2,"  Private industries",776226.8,787721.2,796040.0,805242.2
13000,Georgia,3,"      Agriculture, forestry, fishing and hunting",7048.2,6516.9,5375.3,7977.1
13000,Georgia,6,"      Mining, quarrying, and oil and gas extraction",1866.1,2060.9,1940.6,1932.4
13000,Georgia,10,"      Utilities",13682.5,14131.5,13892.0,14584.3
13000,Georgia,11,"      Construction",44883.4,45745.5,46159.3,46886.6
13000,Georgia,12,"      Manufacturing",83102.4,84717.5,84406.8,84506.8
13000,Georgia,13,"          Durable goods manufacturing",42736.7,44111.6,44019.2,44027.8
13000,Georgia,25,"          Nondurable goods manufacturing",40365.7,40606.0,40387.6,40479.0
13000,Georgia,34,"      Wholesale trade",63315.0,63653.2,64424.3,64927.5
13000,Georgia,35,"      Retail trade",55519.2,55570.3,56389.8,55824.5
13000,Georgia,36,"      Transportation and warehousing",36680.0,36751.5,37412.9,37406.5
13000,Georgia,45,"      Information",52085.9,53293.5,54798.4,52525.7
13000,Georgia,51,"      Finance and insurance",68936.7,70692.5,71682.6,73765.3
13000,Georgia,56,"      Real estate and rental and leasing",124506.3,126499.9,128074.8,129495.8
13000,Georgia,60,"      Professional, scientific, and technical services",62503.3,63028.3,63808.5,65572.9
13000,Georgia,64,"      Management of companies and enterprises",17602.3,17661.2,18628.9,18381.1
13000,Georgia,65,"      Administrative and support and waste management and remediation services",29688.8,29961.6,30070.4,30367.5
13000,Georgia,69,"      Educational services",9119.3,9272.4,9485.8,9874.1
13000,Georgia,70,"      Health care and social assistance",57980.3,59368.6,60664.5,61993.8
13000,Georgia,76,"      Arts, entertainment, and recreation",6307.7,6799.8,6985.4,6952.5
13000,Georgia,79,"      Accommodation and food services",25788.8,26105.9,25709.8,25866.0
13000,Georgia,82,"      Other services (except government and government enterprises)",15610.6,15890.0,16129.9,16401.9
13000,Georgia,83,"  Government and government enterprises",88544.4,89234.5,90839.4,92184.4
13000,Georgia,84,"    Federal civilian",19994.8,20379.6,20885.0,21270.8
13000,Georgia,85,"    Military",10445.1,10693.2,10823.1,10998.9
13000,Georgia,86,"    State and local",58104.5,58161.6,59131.3,59914.7
15000,Hawaii,1,All industry total,114982.3,116991.9,118741.5,119794.0
15000,Hawaii,2,"  Private industries",92830.4,94319.9,95457.2,96637.7
15000,Hawaii,3,"      Agriculture, forestry, fishing and hunting",(D),(D),(D),(D)
15000,Hawaii,6,"      Mining, quarrying, and oil and gas extraction",92.9,97.8,101.2,99.7
15000,Hawaii,10,"      Utilities",2394.9,2402.9,2335.1,2312.1
15000,Hawaii,11,"      Construction",6824.8,6938.4,7005.9,7066.6
15000,Hawaii,12,"      Manufacturing",(D),(D),(D),(D)
15000,Hawaii,13,"          Durable goods manufacturing",(D),(D),(D),(D)
15000,Hawaii,25,"          Nondurable goods manufacturing",1458.9,1416.4,1442.6,1481.8
15000,Hawaii,34,"      Wholesale trade",3441.3,3541.4,3616.7,3664.7
