SQGDP2 Gross domestic product (GDP) by state 1
SQGDP2 Gross domestic product (GDP) by state 1
State or DC
GeoFIPS,GeoName,LineCode,Description,2024:Q1,2024:Q2,2024:Q3,2024:Q4
15000,Hawaii,35,"      Retail trade",8943.1,8938.1,9129.5,9221.8
15000,Hawaii,36,"      Transportation and warehousing",5983.4,6169.5,6346.9,6613.4
15000,Hawaii,45,"      Information",2812.9,2765.8,2756.4,2621.2
15000,Hawaii,51,"      Finance and insurance",4723.9,4940.7,5004.8,5035.6
15000,Hawaii,56,"      Real estate and rental and leasing",19814.9,19953.5,20127.2,20357.4
15000,Hawaii,60,"      Professional, scientific, and technical services",5203.8,5354.8,5376.5,5491.1
15000,Hawaii,64,"      Management of companies and enterprises",1238.3,1372.6,1356.4,1424.9
15000,Hawaii,65,"      Administrative and support and waste management and remediation services",3441.3,3455.9,3522.7,3550.8
15000,Hawaii,69,"      Educational services",1246.3,1245.8,1234.2,1253.9
15000,Hawaii,70,"      Health care and social assistance",8554.5,8781.5,8828.3,8961.3
15000,Hawaii,76,"      Arts, entertainment, and recreation",1468.7,1483.0,1532.4,1529.4
15000,Hawaii,79,"      Accommodation and food services",11366.8,11502.0,11698.7,11786.1
15000,Hawaii,82,"      Other services (except government and government enterprises)",2778.4,2880.2,2914.2,2966.5
15000,Hawaii,83,"  Government and government enterprises",22151.9,22672.0,23284.3,23156.3
15000,Hawaii,84,"    Federal civilian",6261.6,6300.8,6377.7,6401.6
15000,Hawaii,85,"    Military",6609.4,6715.9,6739.6,6788.2
15000,Hawaii,86,"    State and local",9280.9,9655.3,10166.9,9966.5
16000,Idaho,1,All industry total,124689.9,128085.9,130588.0,132709.0
16000,Idaho,2,"  Private industries",111131.3,114488.8,116821.0,118932.3
16000,Idaho,3,"      Agriculture, forestry, fishing and hunting",4239.9,4957.1,5569.8,5846.2
16000,Idaho,6,"      Mining, quarrying, and oil and gas extraction",(D),(D),(D),(D)
16000,Idaho,10,"      Utilities",1729.4,1895.5,1794.0,1772.0
16000,Idaho,11,"      Construction",8175.6,8394.9,8609.0,8730.6
16000,Idaho,12,"      Manufacturing",10785.6,11262.3,11129.1,11395.0
16000,Idaho,13,"          Durable goods manufacturing",5220.0,5550.4,5656.5,5645.3
16000,Idaho,25,"          Nondurable goods manufacturing",5565.6,5711.9,5472.7,5749.7
16000,Idaho,34,"      Wholesale trade",8743.6,8763.6,9045.1,9375.1
16000,Idaho,35,"      Retail trade",10096.0,10382.5,10451.7,10513.0
16000,Idaho,36,"      Transportation and warehousing",3655.1,3794.7,3853.4,3907.8
16000,Idaho,45,"      Information",(D),(D),(D),(D)
16000,Idaho,51,"      Finance and insurance",6012.8,6106.1,6157.2,6327.7
16000,Idaho,56,"      Real estate and rental and leasing",19179.3,19560.5,19937.4,20283.5
16000,Idaho,60,"      Professional, scientific, and technical services",8024.1,8341.8,8528.9,8672.9
16000,Idaho,64,"      Management of companies and enterprises",1596.4,1517.8,1604.7,1693.7
16000,Idaho,65,"      Administrative and support and waste management and remediation services",4531.2,4643.2,4601.1,4659.2
16000,Idaho,69,"      Educational services",1086.4,1096.0,1125.2,1143.8
16000,Idaho,70,"      Health care and social assistance",10783.3,10890.0,11286.2,11398.7
16000,Idaho,76,"      Arts, entertainment, and recreation",1057.8,1080.7,1094.1,1109.2
16000,Idaho,79,"      Accommodation and food services",4387.2,4437.1,4487.2,4502.9
16000,Idaho,82,"      Other services (except government and government enterprises)",2485.3,2554.6,2642.9,2671.0
16000,Idaho,83,"  Government and government enterprises",13558.6,13597.1,13767.0,13776.7
16000,Idaho,84,"    Federal civilian",2786.0,2803.9,2847.8,2867.4
16000,Idaho,85,"    Military",797.6,811.3,819.9,824.4
16000,Idaho,86,"    State and local",9975.1,9981.9,10099.3,10084.9
17000,Illinois,1,All industry total,1130355.0,1144609.0,1154540.1,1162920.2
17000,Illinois,2,"  Private industries",1027805.8,1040865.7,1048657.3,1055913.8
17000,Illinois,3,"      Agriculture, forestry, fishing and hunting",12923.1,11572.8,9591.1,10166.0
17000,Illinois,6,"      Mining, quarrying, and oil and gas extraction",2203.7,2335.5,2270.8,2112.9
17000,Illinois,10,"      Utilities",20764.7,21116.7,20534.3,20743.7
17000,Illinois,11,"      Construction",40722.8,40724.3,40195.7,42608.2
17000,Illinois,12,"      Manufacturing",134608.7,134204.7,135062.5,129828.6
17000,Illinois,13,"          Durable goods manufacturing",59556.7,59597.8,60362.5,59717.9
17000,Illinois,25,"          Nondurable goods manufacturing",75051.9,74607.0,74700.1,70110.7
17000,Illinois,34,"      Wholesale trade",90290.0,89797.7,90843.4,91049.5
17000,Illinois,35,"      Retail trade",66201.8,65779.6,67277.0,66789.9
17000,Illinois,36,"      Transportation and warehousing",48587.0,49409.9,50342.2,50599.5
17000,Illinois,45,"      Information",44239.6,45753.0,46763.6,47719.7
17000,Illinois,51,"      Finance and insurance",90377.3,95923.1,96843.9,98292.0
17000,Illinois,56,"      Real estate and rental and leasing",146782.4,148782.8,149070.3,150354.8
17000,Illinois,60,"      Professional, scientific, and technical services",97058.9,98782.9,99969.0,102304.6
17000,Illinois,64,"      Management of companies and enterprises",16862.4,16983.5,17694.5,17229.8
17000,Illinois,65,"      Administrative and support and waste management and remediation services",40106.1,40184.0,40817.5,41170.6
17000,Illinois,69,"      Educational services",15933.9,15942.7,16280.3,16531.0
17000,Illinois,70,"      Health care and social assistance",84157.3,85711.2,86336.8,88582.6
17000,Illinois,76,"      Arts, entertainment, and recreation",13322.6,13835.8,14139.1,14163.8
17000,Illinois,79,"      Accommodation and food services",37350.3,37780.8,37951.0,38888.9
17000,Illinois,82,"      Other services (except government and government enterprises)",25313.4,26244.7,26674.2,26777.6
17000,Illinois,83,"  Government and government enterprises",102549.3,103743.3,105882.9,107006.4
17000,Illinois,84,"    Federal civilian",16585.1,16761.8,16953.7,17046.4
17000,Illinois,85,"    Military",4535.0,4908.2,5192.6,5563.2
17000,Illinois,86,"    State and local",81429.2,82073.4,83736.6,84396.8
18000,Indiana,1,All industry total,514222.9,515842.2,521420.9,526579.8
18000,Indiana,2,"  Private industries",470788.9,471986.9,476948.7,481714.6
18000,Indiana,3,"      Agriculture, forestry, fishing and hunting",7146.5,6669.9,7135.1,7805.2
18000,Indiana,6,"      Mining, quarrying, and oil and gas extraction",2027.6,2046.3,1948.5,1854.8
18000,Indiana,10,"      Utilities",8512.6,8551.9,8437.5,8409.1
18000,Indiana,11,"      Construction",26588.5,26397.4,26966.3,27442.8
18000,Indiana,12,"      Manufacturing",127493.7,125364.0,124539.4,126244.4
18000,Indiana,13,"          Durable goods manufacturing",68814.1,69080.7,67805.8,67826.5
18000,Indiana,25,"          Nondurable goods manufacturing",58679.5,56283.3,56733.7,58417.9
18000,Indiana,34,"      Wholesale trade",30787.7,31072.3,31491.0,31896.6
18000,Indiana,35,"      Retail trade",32023.4,31971.4,33340.6,32277.6
18000,Indiana,36,"      Transportation and warehousing",19673.8,20016.0,20291.4,20336.9
18000,Indiana,45,"      Information",7784.4,7830.7,8013.7,7874.0
18000,Indiana,51,"      Finance and insurance",27635.4,28081.0,28353.9,28978.9
18000,Indiana,56,"      Real estate and rental and leasing",54259.5,54856.0,55476.1,55816.1
18000,Indiana,60,"      Professional, scientific, and technical services",26751.6,27310.1,27378.6,28677.1
18000,Indiana,64,"      Management of companies and enterprises",5611.6,5931.3,6131.3,6229.9
18000,Indiana,65,"      Administrative and support and waste management and remediation services",15231.8,15011.1,15087.5,15209.1
18000,Indiana,69,"      Educational services",4996.3,4965.9,5093.8,5153.4
18000,Indiana,70,"      Health care and social assistance",42630.8,43731.5,44593.3,44843.0
18000,Indiana,76,"      Arts, entertainment, and recreation",5603.6,5823.6,6002.3,5727.7
18000,Indiana,79,"      Accommodation and food services",14462.8,14559.1,14588.8,14735.6
18000,Indiana,82,"      Other services (except government and government enterprises)",11567.3,11797.5,12079.6,12202.2
18000,Indiana,83,"  Government and government enterprises",43434.0,43855.2,44472.2,44865.3
18000,Indiana,84,"    Federal civilian",6858.7,7013.9,7160.5,7353.4
18000,Indiana,85,"    Military",1575.2,1629.2,1678.9,1709.6
18000,Indiana,86,"    State and local",35000.1,35212.1,35632.8,35802.2
19000,Iowa,1,All industry total,261881.5,264866.7,267073.7,269356.1
19000,Iowa,2,"  Private industries",235313.7,238018.9,240028.4,241915.4
19000,Iowa,3,"      Agriculture, forestry, fishing and hunting",15376.7,14982.2,14539.9,15210.2
19000,Iowa,6,"      Mining, quarrying, and oil and gas extraction",476.6,458.3,419.5,380.5
19000,Iowa,10,"      Utilities",4033.2,3907.0,3981.2,4007.3
19000,Iowa,11,"      Construction",12095.4,11999.0,11941.9,12011.6
19000,Iowa,12,"      Manufacturing",44066.5,44655.9,44351.9,44318.2
19000,Iowa,13,"          Durable goods manufacturing",21664.5,22168.5,21929.3,21832.6
19000,Iowa,25,"          Nondurable goods manufacturing",22402.0,22487.4,22422.6,22485.6
19000,Iowa,34,"      Wholesale trade",15791.6,15802.2,16041.7,16139.9
19000,Iowa,35,"      Retail trade",15669.7,15641.2,16086.1,15940.1
19000,Iowa,36,"      Transportation and warehousing",8368.2,8522.5,8696.9,8669.5
19000,Iowa,45,"      Information",6394.0,6534.0,6699.7,6616.7
19000,Iowa,51,"      Finance and insurance",38132.9,39476.7,39802.5,40607.7
19000,Iowa,56,"      Real estate and rental and leasing",24730.5,25155.4,25472.8,25722.6
19000,Iowa,60,"      Professional, scientific, and technical services",9293.0,9467.8,9689.4,9792.6
19000,Iowa,64,"      Management of companies and enterprises",3937.0,3981.0,4087.0,4212.9
19000,Iowa,65,"      Administrative and support and waste management and remediation services",5505.3,5532.6,5578.2,5566.2
19000,Iowa,69,"      Educational services",1985.9,1951.3,2020.0,2049.1
19000,Iowa,70,"      Health care and social assistance",16024.1,16229.2,16660.4,16675.6
19000,Iowa,76,"      Arts, entertainment, and recreation",2130.0,2239.9,2289.5,2266.3
19000,Iowa,79,"      Accommodation and food services",6016.5,6129.9,6107.3,6133.3
19000,Iowa,82,"      Other services (except government and government enterprises)",5286.8,5353.0,5562.5,5595.0
19000,Iowa,83,"  Government and government enterprises",26567.8,26847.8,27045.3,27440.7
19000,Iowa,84,"    Federal civilian",3013.5,3065.6,3111.6,3164.3
19000,Iowa,85,"    Military",1448.5,1415.8,1394.2,1386.6
19000,Iowa,86,"    State and local",22105.8,22366.4,22539.4,22889.8
20000,Kansas,1,All industry total,226482.4,230706.7,231176.5,233722.7
20000,Kansas,2,"  Private industries",199612.5,203468.5,203531.7,205919.7
20000,Kansas,3,"      Agriculture, forestry, fishing and hunting",6886.7,7919.3,6755.2,7915.2
20000,Kansas,6,"      Mining, quarrying, and oil and gas extraction",1241.5,1294.5,1258.6,1222.0
20000,Kansas,10,"      Utilities",3857.3,3965.0,3706.2,3716.4
20000,Kansas,11,"      Construction",9757.7,10084.5,10278.7,10522.5
20000,Kansas,12,"      Manufacturing",35486.5,36777.1,36680.5,36659.0
20000,Kansas,13,"          Durable goods manufacturing",15873.5,16431.3,16581.3,16544.0
20000,Kansas,25,"          Nondurable goods manufacturing",19613.0,20345.8,20099.2,20114.9
20000,Kansas,34,"      Wholesale trade",14295.5,14364.7,14571.8,14666.2
20000,Kansas,35,"      Retail trade",14997.9,14883.7,15151.4,15054.1
20000,Kansas,36,"      Transportation and warehousing",9060.5,9314.3,9476.5,9567.2
20000,Kansas,45,"      Information",6774.7,5831.0,5018.0,4626.5
20000,Kansas,51,"      Finance and insurance",11942.9,12165.2,12315.4,12359.6
20000,Kansas,56,"      Real estate and rental and leasing",29398.0,29812.0,30212.5,30487.4
20000,Kansas,60,"      Professional, scientific, and technical services",13110.3,13494.8,13862.4,13889.1
20000,Kansas,64,"      Management of companies and enterprises",4124.6,3997.3,4347.2,4462.1
20000,Kansas,65,"      Administrative and support and waste management and remediation services",6999.1,7106.9,7151.6,7276.0
20000,Kansas,69,"      Educational services",1306.6,1360.9,1353.0,1392.9
20000,Kansas,70,"      Health care and social assistance",17646.3,18146.9,18231.1,18674.7
20000,Kansas,76,"      Arts, entertainment, and recreation",1177.1,1233.0,1252.7,1286.1
20000,Kansas,79,"      Accommodation and food services",6293.0,6320.3,6310.5,6393.6
20000,Kansas,82,"      Other services (except government and government enterprises)",5256.3,5397.3,5598.5,5749.3
20000,Kansas,83,"  Government and government enterprises",26869.9,27238.2,27644.9,27803.0
20000,Kansas,84,"    Federal civilian",4082.8,4181.7,4275.8,4330.6
20000,Kansas,85,"    Military",3493.9,3566.8,3560.4,3546.4
20000,Kansas,86,"    State and local",19293.1,19489.6,19808.6,19926.0
21000,Kentucky,1,All industry total,291148.0,294281.0,297238.9,298833.3
21000,Kentucky,2,"  Private industries",257266.5,260022.7,262389.4,263642.0
21000,Kentucky,3,"      Agriculture, forestry, fishing and hunting",3778.5,3777.2,4186.4,4692.8
21000,Kentucky,6,"      Mining, quarrying, and oil and gas extraction",2938.3,2863.5,2671.4,2416.0
21000,Kentucky,10,"      Utilities",4842.9,5085.3,4806.1,4921.8
21000,Kentucky,11,"      Construction",12675.1,12468.7,12425.9,12120.4
21000,Kentucky,12,"      Manufacturing",48554.2,49507.8,48950.9,48857.3
21000,Kentucky,13,"          Durable goods manufacturing",27166.1,27454.5,27266.7,27010.5
21000,Kentucky,25,"          Nondurable goods manufacturing",21388.1,22053.3,21684.2,21846.7
21000,Kentucky,34,"      Wholesale trade",21348.8,21506.9,21929.9,22413.4
21000,Kentucky,35,"      Retail trade",20009.2,19954.8,20433.6,20343.8
21000,Kentucky,36,"      Transportation and warehousing",15131.0,15668.1,16084.9,16158.0
21000,Kentucky,45,"      Information",6126.1,6198.2,6290.6,6187.9
21000,Kentucky,51,"      Finance and insurance",15826.2,16044.9,16264.2,16297.0
21000,Kentucky,56,"      Real estate and rental and leasing",33555.8,33927.3,34299.4,34602.5
21000,Kentucky,60,"      Professional, scientific, and technical services",13029.7,13039.5,13129.1,13361.4
21000,Kentucky,64,"      Management of companies and enterprises",3471.0,3540.7,3508.4,3504.1
21000,Kentucky,65,"      Administrative and support and waste management and remediation services",9113.7,9158.4,9210.3,9248.6
21000,Kentucky,69,"      Educational services",1702.9,1719.5,1751.0,1800.1
21000,Kentucky,70,"      Health care and social assistance",26479.2,26582.2,27323.2,27438.9
21000,Kentucky,76,"      Arts, entertainment, and recreation",1726.4,1877.2,1900.2,1980.7
21000,Kentucky,79,"      Accommodation and food services",10405.6,10435.5,10429.0,10463.5
21000,Kentucky,82,"      Other services (except government and government enterprises)",6551.9,6666.9,6794.9,6833.7
21000,Kentucky,83,"  Government and government enterprises",33881.5,34258.4,34849.5,35191.3
21000,Kentucky,84,"    Federal civilian",5802.2,5877.6,5965.1,6025.1
21000,Kentucky,85,"    Military",5235.8,5284.5,5349.4,5292.9
21000,Kentucky,86,"    State and local",22843.4,23096.3,23535.1,23873.4
22000,Louisiana,1,All industry total,325239.6,329171.4,330303.0,331977.4
22000,Louisiana,2,"  Private industries",290604.2,294233.0,295169.4,296514.3
22000,Louisiana,3,"      Agriculture, forestry, fishing and hunting",2359.3,2271.0,2338.9,2643.1
22000,Louisiana,6,"      Mining, quarrying, and oil and gas extraction",12089.3,12171.7,11413.5,10630.8
22000,Louisiana,10,"      Utilities",6229.7,6525.0,6109.7,6116.6
22000,Louisiana,11,"      Construction",20407.9,20996.2,21146.8,20865.7
22000,Louisiana,12,"      Manufacturing",59751.1,59791.7,59213.5,59955.6
22000,Louisiana,13,"          Durable goods manufacturing",10431.9,10573.4,10513.2,10418.0
22000,Louisiana,25,"          Nondurable goods manufacturing",49319.1,49218.3,48700.3,49537.6
22000,Louisiana,34,"      Wholesale trade",16823.3,16944.2,17335.2,17408.4
22000,Louisiana,35,"      Retail trade",22905.7,22993.9,23350.6,23118.6
22000,Louisiana,36,"      Transportation and warehousing",12655.0,12944.9,13417.0,13665.7
22000,Louisiana,45,"      Information",5557.1,5565.1,5545.6,5513.8
22000,Louisiana,51,"      Finance and insurance",15289.5,15666.2,15411.8,15378.4
22000,Louisiana,56,"      Real estate and rental and leasing",37724.1,37985.1,38334.2,38564.9
22000,Louisiana,60,"      Professional, scientific, and technical services",15543.0,15889.3,16224.5,16437.6
22000,Louisiana,64,"      Management of companies and enterprises",3100.1,3304.0,3362.2,3629.5
22000,Louisiana,65,"      Administrative and support and waste management and remediation services",9004.7,9246.0,9655.8,9679.4
22000,Louisiana,69,"      Educational services",3346.2,3352.5,3425.1,3473.8
22000,Louisiana,70,"      Health care and social assistance",26026.3,26386.7,26707.1,26839.4
22000,Louisiana,76,"      Arts, entertainment, and recreation",3543.1,3717.8,3590.5,3723.7
22000,Louisiana,79,"      Accommodation and food services",11331.4,11350.8,11348.1,11605.2
22000,Louisiana,82,"      Other services (except government and government enterprises)",6917.4,7130.9,7239.5,7264.2
22000,Louisiana,83,"  Government and government enterprises",34635.4,34938.4,35133.6,35463.0
22000,Louisiana,84,"    Federal civilian",5678.6,5763.6,5827.9,5851.9
22000,Louisiana,85,"    Military",3156.8,3199.0,3127.1,3151.7
22000,Louisiana,86,"    State and local",25800.0,25975.9,26178.6,26459.4
23000,Maine,1,All industry total,97865.5,98338.8,99529.7,100962.4
23000,Maine,2,"  Private industries",86598.9,87095.7,88120.3,89169.8
23000,Maine,3,"      Agriculture, forestry, fishing and hunting",1153.2,1142.2,1176.8,1216.1
23000,Maine,6,"      Mining, quarrying, and oil and gas extraction",(D),(D),(D),(D)
23000,Maine,10,"      Utilities",1587.3,1633.2,1452.6,1441.9
23000,Maine,11,"      Construction",3646.9,3706.7,3716.5,3737.6
23000,Maine,12,"      Manufacturing",8374.3,8574.4,8549.1,8626.9
23000,Maine,13,"          Durable goods manufacturing",4392.1,4531.8,4530.9,4545.0
23000,Maine,25,"          Nondurable goods manufacturing",3982.2,4042.6,4018.2,4081.8
23000,Maine,34,"      Wholesale trade",4691.0,4629.8,4561.7,4638.8
23000,Maine,35,"      Retail trade",8853.3,8832.5,9088.8,9004.1
23000,Maine,36,"      Transportation and warehousing",1894.4,1915.4,1992.5,1953.8
23000,Maine,45,"      Information",(D),(D),(D),(D)
23000,Maine,51,"      Finance and insurance",6735.2,6606.9,6741.5,6785.4
23000,Maine,56,"      Real estate and rental and leasing",15730.9,15963.3,16155.5,16356.6
23000,Maine,60,"      Professional, scientific, and technical services",6250.7,6202.0,6379.4,6512.5
23000,Maine,64,"      Management of companies and enterprises",2746.8,2568.1,2775.8,2938.5
23000,Maine,65,"      Administrative and support and waste management and remediation services",2717.7,2766.2,2818.7,2769.4
23000,Maine,69,"      Educational services",1435.4,1432.8,1478.7,1500.7
23000,Maine,70,"      Health care and social assistance",10567.2,10791.9,10816.0,11139.1
23000,Maine,76,"      Arts, entertainment, and recreation",1108.5,1152.4,1180.0,1203.8
23000,Maine,79,"      Accommodation and food services",4926.3,4916.1,4880.9,4924.4
23000,Maine,82,"      Other services (except government and government enterprises)",2143.5,2176.5,2221.3,2259.2
23000,Maine,83,"  Government and government enterprises",11266.6,11243.1,11409.4,11792.6
23000,Maine,84,"    Federal civilian",3006.4,3063.2,3117.6,3155.6
23000,Maine,85,"    Military",471.8,461.9,431.1,442.0
23000,Maine,86,"    State and local",7788.4,7717.9,7860.7,8195.0
24000,Maryland,1,All industry total,537346.4,541683.9,550296.0,554787.1
24000,Maryland,2,"  Private industries",426844.4,429939.2,436630.7,439962.9
24000,Maryland,3,"      Agriculture, forestry, fishing and hunting",1252.2,1138.8,1657.8,1851.0
24000,Maryland,6,"      Mining, quarrying, and oil and gas extraction",347.0,386.2,351.4,344.2
24000,Maryland,10,"      Utilities",8020.7,7844.3,7953.6,8115.1
24000,Maryland,11,"      Construction",31917.7,32000.5,32671.4,32346.7
24000,Maryland,12,"      Manufacturing",28024.5,28646.2,28922.7,28725.7
24000,Maryland,13,"          Durable goods manufacturing",12579.9,12698.7,13076.1,12763.7
24000,Maryland,25,"          Nondurable goods manufacturing",15444.5,15947.5,15846.6,15962.0
24000,Maryland,34,"      Wholesale trade",23895.6,23561.3,24027.6,24232.0
24000,Maryland,35,"      Retail trade",30826.8,31023.6,31619.8,31318.1
24000,Maryland,36,"      Transportation and warehousing",12600.5,12601.8,12500.7,12437.8
24000,Maryland,45,"      Information",22422.0,22873.5,23787.0,23492.6
24000,Maryland,51,"      Finance and insurance",23153.1,23512.5,23432.7,24098.3
24000,Maryland,56,"      Real estate and rental and leasing",81153.3,82392.1,83077.7,83929.4
24000,Maryland,60,"      Professional, scientific, and technical services",55742.2,55801.0,56324.3,57493.0
24000,Maryland,64,"      Management of companies and enterprises",5819.4,5563.5,5733.0,5848.3
24000,Maryland,65,"      Administrative and support and waste management and remediation services",17561.6,17263.2,17726.3,17623.3
24000,Maryland,69,"      Educational services",7984.7,7955.5,8139.7,8261.0
24000,Maryland,70,"      Health care and social assistance",40960.6,41581.5,42572.7,43263.7
24000,Maryland,76,"      Arts, entertainment, and recreation",6304.6,6652.5,6837.7,6954.3
24000,Maryland,79,"      Accommodation and food services",16256.6,16350.6,16221.2,16368.1
24000,Maryland,82,"      Other services (except government and government enterprises)",12601.2,12790.6,13073.1,13260.2
24000,Maryland,83,"  Government and government enterprises",110502.0,111744.8,113665.3,114824.2
24000,Maryland,84,"    Federal civilian",56744.0,57610.0,58440.2,58919.7
24000,Maryland,85,"    Military",11863.4,12070.5,12147.4,12304.7
24000,Maryland,86,"    State and local",41894.6,42064.2,43077.7,43599.8
25000,Massachusetts,1,All industry total,763972.5,777582.3,786043.2,786495.8
25000,Massachusetts,2,"  Private industries",697767.6,711003.1,718285.3,718231.4
25000,Massachusetts,3,"      Agriculture, forestry, fishing and hunting",911.0,893.3,887.0,928.5
25000,Massachusetts,6,"      Mining, quarrying, and oil and gas extraction",257.1,290.0,289.5,295.4
25000,Massachusetts,10,"      Utilities",12077.0,12318.1,11813.7,11764.8
25000,Massachusetts,11,"      Construction",29688.5,29870.7,29998.3,30002.3
25000,Massachusetts,12,"      Manufacturing",60719.9,62135.4,61828.1,61740.5
25000,Massachusetts,13,"          Durable goods manufacturing",29703.1,30197.5,30443.3,30186.4
25000,Massachusetts,25,"          Nondurable goods manufacturing",31016.8,31937.9,31384.8,31554.1
25000,Massachusetts,34,"      Wholesale trade",36161.0,36562.9,36693.1,36168.8
25000,Massachusetts,35,"      Retail trade",35363.2,35518.8,35519.6,35328.1
25000,Massachusetts,36,"      Transportation and warehousing",15619.9,15992.0,16323.7,16522.9
25000,Massachusetts,45,"      Information",47839.5,48462.5,48594.9,48138.0
25000,Massachusetts,51,"      Finance and insurance",62846.0,64622.8,66297.2,65455.7
25000,Massachusetts,56,"      Real estate and rental and leasing",108911.5,110072.6,111012.0,112175.0
25000,Massachusetts,60,"      Professional, scientific, and technical services",110392.1,113285.2,114977.9,114103.8
25000,Massachusetts,64,"      Management of companies and enterprises",15547.3,16429.3,17013.8,16773.7
25000,Massachusetts,65,"      Administrative and support and waste management and remediation services",21594.9,22230.8,22770.5,23491.7
25000,Massachusetts,69,"      Educational services",21783.6,22212.2,22440.5,22749.4
25000,Massachusetts,70,"      Health care and social assistance",69988.4,71380.8,72867.3,73322.6
25000,Massachusetts,76,"      Arts, entertainment, and recreation",7896.0,8156.1,8566.0,8386.0
25000,Massachusetts,79,"      Accommodation and food services",25136.7,25170.9,24897.1,25204.8
25000,Massachusetts,82,"      Other services (except government and government enterprises)",15033.8,15398.8,15495.1,15679.5
25000,Massachusetts,83,"  Government and government enterprises",66204.9,66579.2,67757.9,68264.4
25000,Massachusetts,84,"    Federal civilian",12124.9,12352.8,12530.6,12670.6
25000,Massachusetts,85,"    Military",7610.2,7805.9,7892.2,7967.9
25000,Massachusetts,86,"    State and local",46469.8,46420.5,47335.1,47625.9
26000,Michigan,1,All industry total,691456.8,703328.8,704424.6,710657.5
26000,Michigan,2,"  Private industries",624164.1,635130.8,635966.6,640952.4
26000,Michigan,3,"      Agriculture, forestry, fishing and hunting",4738.2,5207.3,5822.6,6093.5
26000,Michigan,6,"      Mining, quarrying, and oil and gas extraction",1984.6,1946.9,1715.8,1591.1
26000,Michigan,10,"      Utilities",12206.9,12805.6,11908.8,12061.1
26000,Michigan,11,"      Construction",28785.7,29240.6,28677.1,29404.8
26000,Michigan,12,"      Manufacturing",113464.0,116074.0,113790.8,112943.3
26000,Michigan,13,"          Durable goods manufacturing",84675.8,86898.0,84892.4,83790.0
26000,Michigan,25,"          Nondurable goods manufacturing",28788.2,29176.0,28898.4,29153.3
26000,Michigan,34,"      Wholesale trade",45976.9,46866.8,46696.8,47334.3
26000,Michigan,35,"      Retail trade",49144.2,49264.7,50009.2,49314.3
26000,Michigan,36,"      Transportation and warehousing",21157.2,21544.3,21633.5,21494.2
26000,Michigan,45,"      Information",18270.1,18679.0,18935.9,18783.3
26000,Michigan,51,"      Finance and insurance",35549.8,36183.8,36206.2,37376.7
26000,Michigan,56,"      Real estate and rental and leasing",95772.7,96933.6,97846.2,98536.1
26000,Michigan,60,"      Professional, scientific, and technical services",55218.8,56897.5,57139.2,59137.7
26000,Michigan,64,"      Management of companies and enterprises",12846.5,13119.8,13317.8,13547.7
26000,Michigan,65,"      Administrative and support and waste management and remediation services",22155.9,22511.9,22506.0,22534.1
26000,Michigan,69,"      Educational services",5182.0,5239.4,5285.8,5308.2
26000,Michigan,70,"      Health care and social assistance",57914.4,58220.4,59696.7,60063.5
26000,Michigan,76,"      Arts, entertainment, and recreation",6123.2,6267.5,6282.4,6600.8
26000,Michigan,79,"      Accommodation and food services",21084.8,21131.3,21131.5,21281.2
26000,Michigan,82,"      Other services (except government and government enterprises)",16588.1,16996.1,17364.2,17546.5
26000,Michigan,83,"  Government and government enterprises",67292.7,68198.0,68458.0,69705.1
26000,Michigan,84,"    Federal civilian",10999.0,11158.9,11291.9,11373.1
26000,Michigan,85,"    Military",2137.7,2164.0,2137.2,2169.7
26000,Michigan,86,"    State and local",54155.9,54875.1,55028.9,56162.2
27000,Minnesota,1,All industry total,497129.4,503776.8,513063.7,516781.3
27000,Minnesota,2,"  Private industries",450938.7,456604.2,465337.4,468269.0
27000,Minnesota,3,"      Agriculture, forestry, fishing and hunting",9113.3,8981.8,8942.8,9740.2
27000,Minnesota,6,"      Mining, quarrying, and oil and gas extraction",2774.7,2689.1,2411.0,2299.2
27000,Minnesota,10,"      Utilities",7581.7,7725.7,7528.9,7560.0
27000,Minnesota,11,"      Construction",24998.9,24834.0,25138.2,25629.9
27000,Minnesota,12,"      Manufacturing",58704.3,59915.8,61156.8,60740.7
27000,Minnesota,13,"          Durable goods manufacturing",35536.9,36533.3,37614.2,36767.1
27000,Minnesota,25,"          Nondurable goods manufacturing",23167.4,23382.5,23542.6,23973.6
27000,Minnesota,34,"      Wholesale trade",36646.3,36439.8,37405.5,37479.2
27000,Minnesota,35,"      Retail trade",30066.4,30090.2,30680.5,30535.8
27000,Minnesota,36,"      Transportation and warehousing",16104.9,16237.7,16353.6,16582.4
27000,Minnesota,45,"      Information",15674.1,15946.5,16094.8,16051.0
27000,Minnesota,51,"      Finance and insurance",43166.0,45080.5,46429.6,45418.7
27000,Minnesota,56,"      Real estate and rental and leasing",63202.8,64404.0,65296.3,65933.3
27000,Minnesota,60,"      Professional, scientific, and technical services",33680.9,34359.7,35551.4,35858.3
27000,Minnesota,64,"      Management of companies and enterprises",17337.4,15367.4,16932.5,17724.2
27000,Minnesota,65,"      Administrative and support and waste management and remediation services",11669.7,11908.2,11940.7,12114.8
27000,Minnesota,69,"      Educational services",4475.0,4496.6,4584.4,4713.8
27000,Minnesota,70,"      Health care and social assistance",47210.7,48884.5,49563.5,50210.0
27000,Minnesota,76,"      Arts, entertainment, and recreation",4678.5,5036.9,4885.1,4917.4
27000,Minnesota,79,"      Accommodation and food services",13102.8,13164.2,13189.0,13361.3
