time,state_name,state_abbr,index_type,index_flavor,index_nsa,index_sa
1992-Q4,Alabama,AL,traditional,all-transactions,159.38,
1992-Q4,Alabama,AL,traditional,expanded-data,107.84,107.24
1992-Q4,Alabama,AL,traditional,purchase-only,108.21,107.69
1992-Q4,Alaska,AK,traditional,all-transactions,134.88,
1992-Q4,Alaska,AK,traditional,expanded-data,104.35,105.32
1992-Q4,Alaska,AK,traditional,purchase-only,104.39,104.63
1992-Q4,Arizona,AZ,traditional,all-transactions,140.58,
1992-Q4,Arizona,AZ,traditional,expanded-data,103.02,102.88
1992-Q4,Arizona,AZ,traditional,purchase-only,103.62,103.19
1992-Q4,Arkansas,AR,traditional,all-transactions,135.27,
1992-Q4,Arkansas,AR,traditional,expanded-data,109.35,110.62
1992-Q4,Arkansas,AR,traditional,purchase-only,105.49,105.52
1992-Q4,California,CA,traditional,all-transactions,222.58,
1992-Q4,California,CA,traditional,expanded-data,96.81,96.22
1992-Q4,California,CA,traditional,purchase-only,95.97,95.48
1992-Q4,Colorado,CO,traditional,all-transactions,146.57,
1992-Q4,Colorado,CO,traditional,expanded-data,115.89,116.72
1992-Q4,Colorado,CO,traditional,purchase-only,113.52,113.35
1992-Q4,Connecticut,CT,traditional,all-transactions,232.92,
1992-Q4,Connecticut,CT,traditional,expanded-data,94.52,94.51
1992-Q4,Connecticut,CT,traditional,purchase-only,96.0,95.3
1992-Q4,Delaware,DE,traditional,all-transactions,231.75,
1992-Q4,Delaware,DE,traditional,expanded-data,100.51,99.9
1992-Q4,Delaware,DE,traditional,purchase-only,100.54,99.97
1992-Q4,District of Columbia,DC,traditional,all-transactions,194.51,
1992-Q4,District of Columbia,DC,traditional,expanded-data,96.57,95.67
1992-Q4,District of Columbia,DC,traditional,purchase-only,95.88,95.92
1992-Q4,Florida,FL,traditional,all-transactions,160.73,
1992-Q4,Florida,FL,traditional,expanded-data,102.84,102.44
1992-Q4,Florida,FL,traditional,purchase-only,102.35,102.0
1992-Q4,Georgia,GA,traditional,all-transactions,167.95,
1992-Q4,Georgia,GA,traditional,expanded-data,103.11,102.71
1992-Q4,Georgia,GA,traditional,purchase-only,103.16,102.69
1992-Q4,Hawaii,HI,traditional,all-transactions,264.58,
1992-Q4,Hawaii,HI,traditional,expanded-data,110.51,109.6
1992-Q4,Hawaii,HI,traditional,purchase-only,102.77,102.89
1992-Q4,Idaho,ID,traditional,all-transactions,157.56,
1992-Q4,Idaho,ID,traditional,expanded-data,113.44,112.78
1992-Q4,Idaho,ID,traditional,purchase-only,114.7,113.94
1992-Q4,Illinois,IL,traditional,all-transactions,183.87,
1992-Q4,Illinois,IL,traditional,expanded-data,107.93,108.05
1992-Q4,Illinois,IL,traditional,purchase-only,106.9,106.5
1992-Q4,Indiana,IN,traditional,all-transactions,154.13,
1992-Q4,Indiana,IN,traditional,expanded-data,106.61,106.33
1992-Q4,Indiana,IN,traditional,purchase-only,106.19,105.88
1992-Q4,Iowa,IA,traditional,all-transactions,132.14,
1992-Q4,Iowa,IA,traditional,expanded-data,110.34,110.49
1992-Q4,Iowa,IA,traditional,purchase-only,108.88,108.48
1992-Q4,Kansas,KS,traditional,all-transactions,125.06,
1992-Q4,Kansas,KS,traditional,expanded-data,106.15,106.05
1992-Q4,Kansas,KS,traditional,purchase-only,104.4,104.24
1992-Q4,Kentucky,KY,traditional,all-transactions,155.73,
1992-Q4,Kentucky,KY,traditional,expanded-data,108.4,107.71
1992-Q4,Kentucky,KY,traditional,purchase-only,106.25,106.67
1992-Q4,Louisiana,LA,traditional,all-transactions,113.11,
1992-Q4,Louisiana,LA,traditional,expanded-data,106.02,105.86
1992-Q4,Louisiana,LA,traditional,purchase-only,111.05,110.62
1992-Q4,Maine,ME,traditional,all-transactions,227.35,
1992-Q4,Maine,ME,traditional,expanded-data,98.26,99.05
1992-Q4,Maine,ME,traditional,purchase-only,100.34,101.52
1992-Q4,Maryland,MD,traditional,all-transactions,211.35,
1992-Q4,Maryland,MD,traditional,expanded-data,102.51,101.65
1992-Q4,Maryland,MD,traditional,purchase-only,103.08,101.98
1992-Q4,Massachusetts,MA,traditional,all-transactions,282.55,
1992-Q4,Massachusetts,MA,traditional,expanded-data,97.65,97.84
1992-Q4,Massachusetts,MA,traditional,purchase-only,97.29,96.44
1992-Q4,Michigan,MI,traditional,all-transactions,160.39,
1992-Q4,Michigan,MI,traditional,expanded-data,107.13,106.08
1992-Q4,Michigan,MI,traditional,purchase-only,106.09,105.85
1992-Q4,Minnesota,MN,traditional,all-transactions,149.95,
1992-Q4,Minnesota,MN,traditional,expanded-data,104.95,104.79
1992-Q4,Minnesota,MN,traditional,purchase-only,104.31,104.24
1992-Q4,Mississippi,MS,traditional,all-transactions,132.7,
1992-Q4,Mississippi,MS,traditional,expanded-data,102.38,102.77
1992-Q4,Mississippi,MS,traditional,purchase-only,103.4,104.07
1992-Q4,Missouri,MO,traditional,all-transactions,153.22,
1992-Q4,Missouri,MO,traditional,expanded-data,103.45,103.07
1992-Q4,Missouri,MO,traditional,purchase-only,104.15,103.79
1992-Q4,Montana,MT,traditional,all-transactions,136.42,
1992-Q4,Montana,MT,traditional,expanded-data,120.04,119.18
1992-Q4,Montana,MT,traditional,purchase-only,121.12,119.9
1992-Q4,Nebraska,NE,traditional,all-transactions,138.16,
1992-Q4,Nebraska,NE,traditional,expanded-data,109.66,110.34
1992-Q4,Nebraska,NE,traditional,purchase-only,110.52,110.37
1992-Q4,Nevada,NV,traditional,all-transactions,162.85,
1992-Q4,Nevada,NV,traditional,expanded-data,109.62,109.55
1992-Q4,Nevada,NV,traditional,purchase-only,104.64,103.87
1992-Q4,New Hampshire,NH,traditional,all-transactions,187.18,
1992-Q4,New Hampshire,NH,traditional,expanded-data,92.25,92.35
1992-Q4,New Hampshire,NH,traditional,purchase-only,93.44,93.62
1992-Q4,New Jersey,NJ,traditional,all-transactions,233.3,
1992-Q4,New Jersey,NJ,traditional,expanded-data,100.62,100.19
1992-Q4,New Jersey,NJ,traditional,purchase-only,101.23,101.46
1992-Q4,New Mexico,NM,traditional,all-transactions,148.34,
1992-Q4,New Mexico,NM,traditional,expanded-data,109.69,109.55
1992-Q4,New Mexico,NM,traditional,purchase-only,110.31,110.18
1992-Q4,New York,NY,traditional,all-transactions,287.05,
1992-Q4,New York,NY,traditional,expanded-data,101.61,100.83
1992-Q4,New York,NY,traditional,purchase-only,102.63,102.15
1992-Q4,North Carolina,NC,traditional,all-transactions,172.3,
1992-Q4,North Carolina,NC,traditional,expanded-data,106.82,106.43
1992-Q4,North Carolina,NC,traditional,purchase-only,104.62,104.07
1992-Q4,North Dakota,ND,traditional,all-transactions,120.97,
1992-Q4,North Dakota,ND,traditional,expanded-data,107.57,105.99
1992-Q4,North Dakota,ND,traditional,purchase-only,105.82,105.78
1992-Q4,Ohio,OH,traditional,all-transactions,158.84,
1992-Q4,Ohio,OH,traditional,expanded-data,108.27,107.43
1992-Q4,Ohio,OH,traditional,purchase-only,107.78,107.15
1992-Q4,Oklahoma,OK,traditional,all-transactions,109.36,
1992-Q4,Oklahoma,OK,traditional,expanded-data,105.19,104.41
1992-Q4,Oklahoma,OK,traditional,purchase-only,105.52,104.47
1992-Q4,Oregon,OR,traditional,all-transactions,156.7,
1992-Q4,Oregon,OR,traditional,expanded-data,114.8,114.61
1992-Q4,Oregon,OR,traditional,purchase-only,115.01,114.95
1992-Q4,Pennsylvania,PA,traditional,all-transactions,207.61,
1992-Q4,Pennsylvania,PA,traditional,expanded-data,103.83,103.53
1992-Q4,Pennsylvania,PA,traditional,purchase-only,102.95,102.31
1992-Q4,Rhode Island,RI,traditional,all-transactions,246.08,
1992-Q4,Rhode Island,RI,traditional,expanded-data,94.94,94.44
1992-Q4,Rhode Island,RI,traditional,purchase-only,96.49,95.95
1992-Q4,South Carolina,SC,traditional,all-transactions,172.65,
1992-Q4,South Carolina,SC,traditional,expanded-data,106.37,106.45
1992-Q4,South Carolina,SC,traditional,purchase-only,105.79,105.52
1992-Q4,South Dakota,SD,traditional,all-transactions,141.3,
1992-Q4,South Dakota,SD,traditional,expanded-data,112.77,113.83
1992-Q4,South Dakota,SD,traditional,purchase-only,111.17,111.4
1992-Q4,Tennessee,TN,traditional,all-transactions,154.41,
1992-Q4,Tennessee,TN,traditional,expanded-data,102.75,105.1
1992-Q4,Tennessee,TN,traditional,purchase-only,104.74,104.6
1992-Q4,Texas,TX,traditional,all-transactions,125.28,
1992-Q4,Texas,TX,traditional,expanded-data,105.86,106.02
1992-Q4,Texas,TX,traditional,purchase-only,104.12,103.61
1992-Q4,Utah,UT,traditional,all-transactions,137.31,
1992-Q4,Utah,UT,traditional,expanded-data,113.12,112.47
1992-Q4,Utah,UT,traditional,purchase-only,114.24,113.78
1992-Q4,Vermont,VT,traditional,all-transactions,216.84,
1992-Q4,Vermont,VT,traditional,expanded-data,99.8,99.76
1992-Q4,Vermont,VT,traditional,purchase-only,100.91,101.33
1992-Q4,Virginia,VA,traditional,all-transactions,192.45,
1992-Q4,Virginia,VA,traditional,expanded-data,100.75,100.69
1992-Q4,Virginia,VA,traditional,purchase-only,101.72,101.1
1992-Q4,Washington,WA,traditional,all-transactions,195.28,
1992-Q4,Washington,WA,traditional,expanded-data,111.88,111.35
1992-Q4,Washington,WA,traditional,purchase-only,108.22,107.46
1992-Q4,West Virginia,WV,traditional,all-transactions,114.8,
1992-Q4,West Virginia,WV,traditional,expanded-data,111.36,110.85
1992-Q4,West Virginia,WV,traditional,purchase-only,106.13,106.87
1992-Q4,Wisconsin,WI,traditional,all-transactions,153.57,
1992-Q4,Wisconsin,WI,traditional,expanded-data,110.28,109.6
1992-Q4,Wisconsin,WI,traditional,purchase-only,111.7,111.47
1992-Q4,Wyoming,WY,traditional,all-transactions,102.96,
1992-Q4,Wyoming,WY,traditional,expanded-data,114.94,114.43
1992-Q4,Wyoming,WY,traditional,purchase-only,112.79,112.03
1993-Q1,Alabama,AL,traditional,all-transactions,160.46,
1993-Q1,Alabama,AL,traditional,expanded-data,107.73,107.7
1993-Q1,Alabama,AL,traditional,purchase-only,108.82,108.81
1993-Q1,Alaska,AK,traditional,all-transactions,134.58,
1993-Q1,Alaska,AK,traditional,expanded-data,103.59,103.58
1993-Q1,Alaska,AK,traditional,purchase-only,105.15,105.02
1993-Q1,Arizona,AZ,traditional,all-transactions,140.7,
1993-Q1,Arizona,AZ,traditional,expanded-data,103.96,103.96
1993-Q1,Arizona,AZ,traditional,purchase-only,103.97,104.04
1993-Q1,Arkansas,AR,traditional,all-transactions,136.57,
1993-Q1,Arkansas,AR,traditional,expanded-data,112.64,112.58
1993-Q1,Arkansas,AR,traditional,purchase-only,107.39,107.46
1993-Q1,California,CA,traditional,all-transactions,219.13,
1993-Q1,California,CA,traditional,expanded-data,94.72,94.74
1993-Q1,California,CA,traditional,purchase-only,93.66,93.66
1993-Q1,Colorado,CO,traditional,all-transactions,149.27,
1993-Q1,Colorado,CO,traditional,expanded-data,119.58,119.59
1993-Q1,Colorado,CO,traditional,purchase-only,115.58,115.62
1993-Q1,Connecticut,CT,traditional,all-transactions,229.25,
1993-Q1,Connecticut,CT,traditional,expanded-data,90.63,91.01
1993-Q1,Connecticut,CT,traditional,purchase-only,92.23,92.47
1993-Q1,Delaware,DE,traditional,all-transactions,230.52,
1993-Q1,Delaware,DE,traditional,expanded-data,99.2,99.23
1993-Q1,Delaware,DE,traditional,purchase-only,99.04,99.04
1993-Q1,District of Columbia,DC,traditional,all-transactions,193.35,
1993-Q1,District of Columbia,DC,traditional,expanded-data,93.89,93.73
1993-Q1,District of Columbia,DC,traditional,purchase-only,91.32,91.29
1993-Q1,Florida,FL,traditional,all-transactions,160.95,
1993-Q1,Florida,FL,traditional,expanded-data,103.26,103.27
1993-Q1,Florida,FL,traditional,purchase-only,102.24,102.22
1993-Q1,Georgia,GA,traditional,all-transactions,168.27,
1993-Q1,Georgia,GA,traditional,expanded-data,103.07,103.07
1993-Q1,Georgia,GA,traditional,purchase-only,103.33,103.35
1993-Q1,Hawaii,HI,traditional,all-transactions,263.76,
1993-Q1,Hawaii,HI,traditional,expanded-data,111.18,110.99
1993-Q1,Hawaii,HI,traditional,purchase-only,101.79,101.99
1993-Q1,Idaho,ID,traditional,all-transactions,158.81,
1993-Q1,Idaho,ID,traditional,expanded-data,115.39,115.47
1993-Q1,Idaho,ID,traditional,purchase-only,116.19,116.25
1993-Q1,Illinois,IL,traditional,all-transactions,185.01,
1993-Q1,Illinois,IL,traditional,expanded-data,108.79,108.71
1993-Q1,Illinois,IL,traditional,purchase-only,107.14,107.27
1993-Q1,Indiana,IN,traditional,all-transactions,155.17,
1993-Q1,Indiana,IN,traditional,expanded-data,107.41,107.42
1993-Q1,Indiana,IN,traditional,purchase-only,107.07,107.09
1993-Q1,Iowa,IA,traditional,all-transactions,133.34,
1993-Q1,Iowa,IA,traditional,expanded-data,112.63,112.78
1993-Q1,Iowa,IA,traditional,purchase-only,110.98,110.98
1993-Q1,Kansas,KS,traditional,all-transactions,125.83,
1993-Q1,Kansas,KS,traditional,expanded-data,106.62,106.56
1993-Q1,Kansas,KS,traditional,purchase-only,105.39,105.5
1993-Q1,Kentucky,KY,traditional,all-transactions,156.49,
1993-Q1,Kentucky,KY,traditional,expanded-data,108.56,108.55
1993-Q1,Kentucky,KY,traditional,purchase-only,107.41,107.48
1993-Q1,Louisiana,LA,traditional,all-transactions,113.94,
1993-Q1,Louisiana,LA,traditional,expanded-data,106.1,106.18
1993-Q1,Louisiana,LA,traditional,purchase-only,111.86,111.87
1993-Q1,Maine,ME,traditional,all-transactions,223.78,
1993-Q1,Maine,ME,traditional,expanded-data,93.59,93.67
1993-Q1,Maine,ME,traditional,purchase-only,95.3,95.45
1993-Q1,Maryland,MD,traditional,all-transactions,210.77,
1993-Q1,Maryland,MD,traditional,expanded-data,101.43,101.4
1993-Q1,Maryland,MD,traditional,purchase-only,101.02,100.88
1993-Q1,Massachusetts,MA,traditional,all-transactions,280.59,
1993-Q1,Massachusetts,MA,traditional,expanded-data,94.95,95.22
1993-Q1,Massachusetts,MA,traditional,purchase-only,94.77,94.97
1993-Q1,Michigan,MI,traditional,all-transactions,161.0,
1993-Q1,Michigan,MI,traditional,expanded-data,106.53,106.5
1993-Q1,Michigan,MI,traditional,purchase-only,105.51,105.55
1993-Q1,Minnesota,MN,traditional,all-transactions,151.27,
1993-Q1,Minnesota,MN,traditional,expanded-data,105.64,105.74
1993-Q1,Minnesota,MN,traditional,purchase-only,105.23,105.33
1993-Q1,Mississippi,MS,traditional,all-transactions,133.24,
1993-Q1,Mississippi,MS,traditional,expanded-data,103.45,103.55
1993-Q1,Mississippi,MS,traditional,purchase-only,104.9,105.14
1993-Q1,Missouri,MO,traditional,all-transactions,153.35,
1993-Q1,Missouri,MO,traditional,expanded-data,102.82,102.8
1993-Q1,Missouri,MO,traditional,purchase-only,103.95,103.91
1993-Q1,Montana,MT,traditional,all-transactions,138.69,
1993-Q1,Montana,MT,traditional,expanded-data,122.39,122.44
1993-Q1,Montana,MT,traditional,purchase-only,124.12,124.19
1993-Q1,Nebraska,NE,traditional,all-transactions,139.38,
1993-Q1,Nebraska,NE,traditional,expanded-data,110.46,110.29
1993-Q1,Nebraska,NE,traditional,purchase-only,112.05,112.09
1993-Q1,Nevada,NV,traditional,all-transactions,162.86,
1993-Q1,Nevada,NV,traditional,expanded-data,110.82,110.81
1993-Q1,Nevada,NV,traditional,purchase-only,103.85,103.89
1993-Q1,New Hampshire,NH,traditional,all-transactions,185.57,
1993-Q1,New Hampshire,NH,traditional,expanded-data,88.82,88.96
1993-Q1,New Hampshire,NH,traditional,purchase-only,91.4,91.52
1993-Q1,New Jersey,NJ,traditional,all-transactions,233.18,
1993-Q1,New Jersey,NJ,traditional,expanded-data,99.18,99.32
1993-Q1,New Jersey,NJ,traditional,purchase-only,100.22,100.45
1993-Q1,New Mexico,NM,traditional,all-transactions,150.17,
1993-Q1,New Mexico,NM,traditional,expanded-data,111.26,111.39
1993-Q1,New Mexico,NM,traditional,purchase-only,111.73,111.82
1993-Q1,New York,NY,traditional,all-transactions,281.74,
1993-Q1,New York,NY,traditional,expanded-data,100.64,100.81
1993-Q1,New York,NY,traditional,purchase-only,99.71,99.89
1993-Q1,North Carolina,NC,traditional,all-transactions,172.77,
1993-Q1,North Carolina,NC,traditional,expanded-data,106.21,106.31
1993-Q1,North Carolina,NC,traditional,purchase-only,104.04,104.04
1993-Q1,North Dakota,ND,traditional,all-transactions,121.83,
1993-Q1,North Dakota,ND,traditional,expanded-data,105.67,105.55
1993-Q1,North Dakota,ND,traditional,purchase-only,107.03,107.04
1993-Q1,Ohio,OH,traditional,all-transactions,159.59,
1993-Q1,Ohio,OH,traditional,expanded-data,108.41,108.41
1993-Q1,Ohio,OH,traditional,purchase-only,107.94,107.99
1993-Q1,Oklahoma,OK,traditional,all-transactions,109.69,
1993-Q1,Oklahoma,OK,traditional,expanded-data,105.01,104.97
1993-Q1,Oklahoma,OK,traditional,purchase-only,105.31,105.38
1993-Q1,Oregon,OR,traditional,all-transactions,158.86,
1993-Q1,Oregon,OR,traditional,expanded-data,116.77,116.74
1993-Q1,Oregon,OR,traditional,purchase-only,116.61,116.6
1993-Q1,Pennsylvania,PA,traditional,all-transactions,207.3,
1993-Q1,Pennsylvania,PA,traditional,expanded-data,102.61,102.62
1993-Q1,Pennsylvania,PA,traditional,purchase-only,102.29,102.42
1993-Q1,Rhode Island,RI,traditional,all-transactions,244.73,
1993-Q1,Rhode Island,RI,traditional,expanded-data,93.45,93.54
1993-Q1,Rhode Island,RI,traditional,purchase-only,93.71,93.86
1993-Q1,South Carolina,SC,traditional,all-transactions,172.89,
1993-Q1,South Carolina,SC,traditional,expanded-data,105.96,105.85
1993-Q1,South Carolina,SC,traditional,purchase-only,105.37,105.32
1993-Q1,South Dakota,SD,traditional,all-transactions,142.73,
1993-Q1,South Dakota,SD,traditional,expanded-data,117.33,117.47
1993-Q1,South Dakota,SD,traditional,purchase-only,112.85,112.88
1993-Q1,Tennessee,TN,traditional,all-transactions,155.06,
1993-Q1,Tennessee,TN,traditional,expanded-data,105.99,105.98
1993-Q1,Tennessee,TN,traditional,purchase-only,104.7,104.68
1993-Q1,Texas,TX,traditional,all-transactions,125.65,
1993-Q1,Texas,TX,traditional,expanded-data,106.74,106.74
1993-Q1,Texas,TX,traditional,purchase-only,103.97,103.95
1993-Q1,Utah,UT,traditional,all-transactions,140.32,
1993-Q1,Utah,UT,traditional,expanded-data,116.27,116.26
1993-Q1,Utah,UT,traditional,purchase-only,117.43,117.47
1993-Q1,Vermont,VT,traditional,all-transactions,216.07,
1993-Q1,Vermont,VT,traditional,expanded-data,98.44,98.52
1993-Q1,Vermont,VT,traditional,purchase-only,100.83,101.04
1993-Q1,Virginia,VA,traditional,all-transactions,191.89,
1993-Q1,Virginia,VA,traditional,expanded-data,100.26,100.26
1993-Q1,Virginia,VA,traditional,purchase-only,100.92,100.93
1993-Q1,Washington,WA,traditional,all-transactions,196.16,
1993-Q1,Washington,WA,traditional,expanded-data,112.93,112.87
1993-Q1,Washington,WA,traditional,purchase-only,108.35,108.41
1993-Q1,West Virginia,WV,traditional,all-transactions,115.47,
1993-Q1,West Virginia,WV,traditional,expanded-data,109.25,109.08
1993-Q1,West Virginia,WV,traditional,purchase-only,107.92,107.69
1993-Q1,Wisconsin,WI,traditional,all-transactions,154.78,
1993-Q1,Wisconsin,WI,traditional,expanded-data,111.02,111.17
1993-Q1,Wisconsin,WI,traditional,purchase-only,113.54,113.57
1993-Q1,Wyoming,WY,traditional,all-transactions,103.48,
1993-Q1,Wyoming,WY,traditional,expanded-data,114.55,114.59
1993-Q1,Wyoming,WY,traditional,purchase-only,112.14,112.21
1993-Q2,Alabama,AL,traditional,all-transactions,162.26,
1993-Q2,Alabama,AL,traditional,expanded-data,109.27,108.94
1993-Q2,Alabama,AL,traditional,purchase-only,109.94,109.57
1993-Q2,Alaska,AK,traditional,all-transactions,135.05,
1993-Q2,Alaska,AK,traditional,expanded-data,106.77,106.48
1993-Q2,Alaska,AK,traditional,purchase-only,107.37,106.68
1993-Q2,Arizona,AZ,traditional,all-transactions,142.4,
1993-Q2,Arizona,AZ,traditional,expanded-data,105.6,105.41
1993-Q2,Arizona,AZ,traditional,purchase-only,105.18,105.17
1993-Q2,Arkansas,AR,traditional,all-transactions,138.76,
1993-Q2,Arkansas,AR,traditional,expanded-data,112.89,113.85
1993-Q2,Arkansas,AR,traditional,purchase-only,109.62,109.31
1993-Q2,California,CA,traditional,all-transactions,217.26,
1993-Q2,California,CA,traditional,expanded-data,94.14,93.44
1993-Q2,California,CA,traditional,purchase-only,93.0,92.48
1993-Q2,Colorado,CO,traditional,all-transactions,152.94,
1993-Q2,Colorado,CO,traditional,expanded-data,122.1,122.72
1993-Q2,Colorado,CO,traditional,purchase-only,120.25,119.24
1993-Q2,Connecticut,CT,traditional,all-transactions,229.99,
1993-Q2,Connecticut,CT,traditional,expanded-data,92.1,91.8
1993-Q2,Connecticut,CT,traditional,purchase-only,91.56,91.57
1993-Q2,Delaware,DE,traditional,all-transactions,231.41,
1993-Q2,Delaware,DE,traditional,expanded-data,99.32,98.61
1993-Q2,Delaware,DE,traditional,purchase-only,99.7,99.67
1993-Q2,District of Columbia,DC,traditional,all-transactions,194.13,
1993-Q2,District of Columbia,DC,traditional,expanded-data,94.95,94.49
1993-Q2,District of Columbia,DC,traditional,purchase-only,96.11,94.54
1993-Q2,Florida,FL,traditional,all-transactions,162.67,
1993-Q2,Florida,FL,traditional,expanded-data,105.08,104.65
1993-Q2,Florida,FL,traditional,purchase-only,103.52,103.49
1993-Q2,Georgia,GA,traditional,all-transactions,170.18,
1993-Q2,Georgia,GA,traditional,expanded-data,104.36,104.03
1993-Q2,Georgia,GA,traditional,purchase-only,104.78,104.25
1993-Q2,Hawaii,HI,traditional,all-transactions,265.07,
1993-Q2,Hawaii,HI,traditional,expanded-data,116.05,115.32
1993-Q2,Hawaii,HI,traditional,purchase-only,103.37,103.35
1993-Q2,Idaho,ID,traditional,all-transactions,163.9,
1993-Q2,Idaho,ID,traditional,expanded-data,118.93,118.34
1993-Q2,Idaho,ID,traditional,purchase-only,119.05,118.31
1993-Q2,Illinois,IL,traditional,all-transactions,186.66,
1993-Q2,Illinois,IL,traditional,expanded-data,109.75,109.59
1993-Q2,Illinois,IL,traditional,purchase-only,108.98,108.34
1993-Q2,Indiana,IN,traditional,all-transactions,156.7,
1993-Q2,Indiana,IN,traditional,expanded-data,109.41,108.7
1993-Q2,Indiana,IN,traditional,purchase-only,109.22,108.38
1993-Q2,Iowa,IA,traditional,all-transactions,135.25,
1993-Q2,Iowa,IA,traditional,expanded-data,113.93,114.13
1993-Q2,Iowa,IA,traditional,purchase-only,113.04,112.4
1993-Q2,Kansas,KS,traditional,all-transactions,126.85,
1993-Q2,Kansas,KS,traditional,expanded-data,108.69,108.33
1993-Q2,Kansas,KS,traditional,purchase-only,107.05,106.72
1993-Q2,Kentucky,KY,traditional,all-transactions,158.43,
1993-Q2,Kentucky,KY,traditional,expanded-data,111.13,110.14
1993-Q2,Kentucky,KY,traditional,purchase-only,109.39,109.36
1993-Q2,Louisiana,LA,traditional,all-transactions,115.95,
1993-Q2,Louisiana,LA,traditional,expanded-data,107.9,107.88
1993-Q2,Louisiana,LA,traditional,purchase-only,113.93,113.2
1993-Q2,Maine,ME,traditional,all-transactions,227.18,
1993-Q2,Maine,ME,traditional,expanded-data,96.3,96.0
1993-Q2,Maine,ME,traditional,purchase-only,99.46,100.02
1993-Q2,Maryland,MD,traditional,all-transactions,211.44,
1993-Q2,Maryland,MD,traditional,expanded-data,102.45,101.38
1993-Q2,Maryland,MD,traditional,purchase-only,102.11,101.12
1993-Q2,Massachusetts,MA,traditional,all-transactions,282.35,
1993-Q2,Massachusetts,MA,traditional,expanded-data,96.72,96.72
1993-Q2,Massachusetts,MA,traditional,purchase-only,96.94,95.95
1993-Q2,Michigan,MI,traditional,all-transactions,162.25,
1993-Q2,Michigan,MI,traditional,expanded-data,108.77,107.36
1993-Q2,Michigan,MI,traditional,purchase-only,107.92,106.87
1993-Q2,Minnesota,MN,traditional,all-transactions,152.72,
1993-Q2,Minnesota,MN,traditional,expanded-data,107.33,106.89
1993-Q2,Minnesota,MN,traditional,purchase-only,107.43,106.78
1993-Q2,Mississippi,MS,traditional,all-transactions,135.38,
1993-Q2,Mississippi,MS,traditional,expanded-data,105.5,105.75
1993-Q2,Mississippi,MS,traditional,purchase-only,106.0,106.26
1993-Q2,Missouri,MO,traditional,all-transactions,154.28,
1993-Q2,Missouri,MO,traditional,expanded-data,104.92,104.13
1993-Q2,Missouri,MO,traditional,purchase-only,106.3,105.72
1993-Q2,Montana,MT,traditional,all-transactions,142.69,
1993-Q2,Montana,MT,traditional,expanded-data,127.16,126.69
1993-Q2,Montana,MT,traditional,purchase-only,129.25,128.49
1993-Q2,Nebraska,NE,traditional,all-transactions,141.15,
1993-Q2,Nebraska,NE,traditional,expanded-data,113.17,113.52
1993-Q2,Nebraska,NE,traditional,purchase-only,114.68,114.0
1993-Q2,Nevada,NV,traditional,all-transactions,164.18,
1993-Q2,Nevada,NV,traditional,expanded-data,111.21,110.69
1993-Q2,Nevada,NV,traditional,purchase-only,105.76,104.81
1993-Q2,New Hampshire,NH,traditional,all-transactions,187.61,
1993-Q2,New Hampshire,NH,traditional,expanded-data,90.31,90.22
1993-Q2,New Hampshire,NH,traditional,purchase-only,92.14,92.41
1993-Q2,New Jersey,NJ,traditional,all-transactions,234.8,
1993-Q2,New Jersey,NJ,traditional,expanded-data,99.98,99.61
1993-Q2,New Jersey,NJ,traditional,purchase-only,100.93,101.21
1993-Q2,New Mexico,NM,traditional,all-transactions,153.75,
1993-Q2,New Mexico,NM,traditional,expanded-data,115.23,114.57
1993-Q2,New Mexico,NM,traditional,purchase-only,116.27,115.3
1993-Q2,New York,NY,traditional,all-transactions,288.36,
1993-Q2,New York,NY,traditional,expanded-data,101.57,100.96
1993-Q2,New York,NY,traditional,purchase-only,101.85,101.09
1993-Q2,North Carolina,NC,traditional,all-transactions,174.26,
1993-Q2,North Carolina,NC,traditional,expanded-data,108.24,107.87
1993-Q2,North Carolina,NC,traditional,purchase-only,105.89,105.58
1993-Q2,North Dakota,ND,traditional,all-transactions,124.65,
1993-Q2,North Dakota,ND,traditional,expanded-data,110.76,108.86
1993-Q2,North Dakota,ND,traditional,purchase-only,110.53,109.5
1993-Q2,Ohio,OH,traditional,all-transactions,161.43,
1993-Q2,Ohio,OH,traditional,expanded-data,111.11,109.85
1993-Q2,Ohio,OH,traditional,purchase-only,110.38,109.39
1993-Q2,Oklahoma,OK,traditional,all-transactions,111.67,
1993-Q2,Oklahoma,OK,traditional,expanded-data,107.39,106.51
1993-Q2,Oklahoma,OK,traditional,purchase-only,107.98,107.22
1993-Q2,Oregon,OR,traditional,all-transactions,162.03,
1993-Q2,Oregon,OR,traditional,expanded-data,119.62,119.72
1993-Q2,Oregon,OR,traditional,purchase-only,120.03,119.33
1993-Q2,Pennsylvania,PA,traditional,all-transactions,208.74,
1993-Q2,Pennsylvania,PA,traditional,expanded-data,104.59,104.08
1993-Q2,Pennsylvania,PA,traditional,purchase-only,103.64,103.06
1993-Q2,Rhode Island,RI,traditional,all-transactions,244.88,
1993-Q2,Rhode Island,RI,traditional,expanded-data,93.19,92.79
1993-Q2,Rhode Island,RI,traditional,purchase-only,93.34,93.37
1993-Q2,South Carolina,SC,traditional,all-transactions,174.55,
1993-Q2,South Carolina,SC,traditional,expanded-data,107.1,106.84
1993-Q2,South Carolina,SC,traditional,purchase-only,105.82,105.68
1993-Q2,South Dakota,SD,traditional,all-transactions,146.44,
