time,state_name,state_abbr,units_total_thousand
2016-11,Ohio,OH,1.704
2016-11,Oklahoma,OK,0.67
2016-11,Oregon,OR,1.514
2016-11,Pennsylvania,PA,1.881
2016-11,Rhode Island,RI,0.096
2016-11,South Carolina,SC,2.452
2016-11,South Dakota,SD,0.347
2016-11,Tennessee,TN,2.23
2016-11,Texas,TX,12.68
2016-11,Utah,UT,2.468
2016-11,Vermont,VT,0.126
2016-11,Virginia,VA,2.21
2016-11,Washington,WA,3.649
2016-11,West Virginia,WV,0.206
2016-11,Wisconsin,WI,1.197
2016-11,Wyoming,WY,0.129
2016-12,Alabama,AL,0.951
2016-12,Alaska,AK,0.094
2016-12,Arizona,AZ,3.401
2016-12,Arkansas,AR,0.762
2016-12,California,CA,10.45
2016-12,Colorado,CO,2.864
2016-12,Connecticut,CT,0.226
2016-12,Delaware,DE,0.45
2016-12,District of Columbia,DC,0.369
2016-12,Florida,FL,9.858
2016-12,Georgia,GA,4.269
2016-12,Hawaii,HI,0.197
2016-12,Idaho,ID,0.65
2016-12,Illinois,IL,1.222
2016-12,Indiana,IN,1.082
2016-12,Iowa,IA,0.848
2016-12,Kansas,KS,0.386
2016-12,Kentucky,KY,0.712
2016-12,Louisiana,LA,1.074
2016-12,Maine,ME,0.314
2016-12,Maryland,MD,0.991
2016-12,Massachusetts,MA,0.935
2016-12,Michigan,MI,1.171
2016-12,Minnesota,MN,2.081
2016-12,Mississippi,MS,0.549
2016-12,Missouri,MO,1.475
2016-12,Montana,MT,0.233
2016-12,Nebraska,NE,0.569
2016-12,Nevada,NV,1.914
2016-12,New Hampshire,NH,0.387
2016-12,New Jersey,NJ,2.536
2016-12,New Mexico,NM,0.335
2016-12,New York,NY,3.367
2016-12,North Carolina,NC,3.792
2016-12,North Dakota,ND,0.15
2016-12,Ohio,OH,1.301
2016-12,Oklahoma,OK,0.724
2016-12,Oregon,OR,1.066
2016-12,Pennsylvania,PA,1.469
2016-12,Rhode Island,RI,0.109
2016-12,South Carolina,SC,2.223
2016-12,South Dakota,SD,0.249
2016-12,Tennessee,TN,3.304
2016-12,Texas,TX,11.678
2016-12,Utah,UT,1.411
2016-12,Vermont,VT,0.122
2016-12,Virginia,VA,2.224
2016-12,Washington,WA,3.702
2016-12,West Virginia,WV,0.151
2016-12,Wisconsin,WI,0.926
2016-12,Wyoming,WY,0.087
2017-01,Alabama,AL,1.083
2017-01,Alaska,AK,0.07
2017-01,Arizona,AZ,2.484
2017-01,Arkansas,AR,0.754
2017-01,California,CA,5.376
2017-01,Colorado,CO,3.146
2017-01,Connecticut,CT,0.317
2017-01,Delaware,DE,0.396
2017-01,District of Columbia,DC,0.155
2017-01,Florida,FL,10.023
2017-01,Georgia,GA,4.423
2017-01,Hawaii,HI,0.252
2017-01,Idaho,ID,0.413
2017-01,Illinois,IL,0.751
2017-01,Indiana,IN,1.124
2017-01,Iowa,IA,0.416
2017-01,Kansas,KS,0.497
2017-01,Kentucky,KY,0.698
2017-01,Louisiana,LA,1.121
2017-01,Maine,ME,0.208
2017-01,Maryland,MD,1.042
2017-01,Massachusetts,MA,0.784
2017-01,Michigan,MI,1.208
2017-01,Minnesota,MN,1.521
2017-01,Mississippi,MS,0.92
2017-01,Missouri,MO,1.07
2017-01,Montana,MT,0.134
2017-01,Nebraska,NE,0.351
2017-01,Nevada,NV,1.314
2017-01,New Hampshire,NH,0.172
2017-01,New Jersey,NJ,2.104
2017-01,New Mexico,NM,0.28
2017-01,New York,NY,4.548
2017-01,North Carolina,NC,4.304
2017-01,North Dakota,ND,0.065
2017-01,Ohio,OH,2.037
2017-01,Oklahoma,OK,0.964
2017-01,Oregon,OR,1.464
2017-01,Pennsylvania,PA,1.353
2017-01,Rhode Island,RI,0.084
2017-01,South Carolina,SC,2.633
2017-01,South Dakota,SD,0.257
2017-01,Tennessee,TN,2.322
2017-01,Texas,TX,15.236
2017-01,Utah,UT,1.38
2017-01,Vermont,VT,0.066
2017-01,Virginia,VA,2.282
2017-01,Washington,WA,2.777
2017-01,West Virginia,WV,0.206
2017-01,Wisconsin,WI,0.679
2017-01,Wyoming,WY,0.063
2017-02,Alabama,AL,1.113
2017-02,Alaska,AK,0.093
2017-02,Arizona,AZ,2.304
2017-02,Arkansas,AR,0.822
2017-02,California,CA,6.298
2017-02,Colorado,CO,2.948
2017-02,Connecticut,CT,0.175
2017-02,Delaware,DE,0.443
2017-02,District of Columbia,DC,0.245
2017-02,Florida,FL,8.368
2017-02,Georgia,GA,3.968
2017-02,Hawaii,HI,0.2
2017-02,Idaho,ID,0.837
2017-02,Illinois,IL,1.83
2017-02,Indiana,IN,1.463
2017-02,Iowa,IA,0.778
2017-02,Kansas,KS,0.796
2017-02,Kentucky,KY,0.839
2017-02,Louisiana,LA,1.152
2017-02,Maine,ME,0.241
2017-02,Maryland,MD,1.034
2017-02,Massachusetts,MA,0.676
2017-02,Michigan,MI,1.733
2017-02,Minnesota,MN,1.433
2017-02,Mississippi,MS,1.036
2017-02,Missouri,MO,1.1
2017-02,Montana,MT,0.211
2017-02,Nebraska,NE,0.719
2017-02,Nevada,NV,1.092
2017-02,New Hampshire,NH,0.236
2017-02,New Jersey,NJ,1.796
2017-02,New Mexico,NM,0.335
2017-02,New York,NY,1.686
2017-02,North Carolina,NC,4.898
2017-02,North Dakota,ND,0.171
2017-02,Ohio,OH,1.384
2017-02,Oklahoma,OK,0.954
2017-02,Oregon,OR,1.114
2017-02,Pennsylvania,PA,1.425
2017-02,Rhode Island,RI,0.063
2017-02,South Carolina,SC,2.682
2017-02,South Dakota,SD,0.299
2017-02,Tennessee,TN,2.911
2017-02,Texas,TX,13.247
2017-02,Utah,UT,1.396
2017-02,Vermont,VT,0.056
2017-02,Virginia,VA,1.89
2017-02,Washington,WA,2.973
2017-02,West Virginia,WV,0.167
2017-02,Wisconsin,WI,1.031
2017-02,Wyoming,WY,0.111
2017-03,Alabama,AL,1.393
2017-03,Alaska,AK,0.105
2017-03,Arizona,AZ,3.595
2017-03,Arkansas,AR,0.785
2017-03,California,CA,10.161
2017-03,Colorado,CO,3.471
2017-03,Connecticut,CT,0.398
2017-03,Delaware,DE,0.626
2017-03,District of Columbia,DC,0.277
2017-03,Florida,FL,9.59
2017-03,Georgia,GA,5.152
2017-03,Hawaii,HI,0.303
2017-03,Idaho,ID,1.027
2017-03,Illinois,IL,1.667
2017-03,Indiana,IN,1.478
2017-03,Iowa,IA,1.378
2017-03,Kansas,KS,0.612
2017-03,Kentucky,KY,1.051
2017-03,Louisiana,LA,1.483
2017-03,Maine,ME,0.315
2017-03,Maryland,MD,1.71
2017-03,Massachusetts,MA,2.009
2017-03,Michigan,MI,2.167
2017-03,Minnesota,MN,2.441
2017-03,Mississippi,MS,0.667
2017-03,Missouri,MO,1.404
2017-03,Montana,MT,0.511
2017-03,Nebraska,NE,0.837
2017-03,Nevada,NV,1.437
2017-03,New Hampshire,NH,0.239
2017-03,New Jersey,NJ,1.685
2017-03,New Mexico,NM,0.396
2017-03,New York,NY,3.31
2017-03,North Carolina,NC,6.641
2017-03,North Dakota,ND,0.138
2017-03,Ohio,OH,1.757
2017-03,Oklahoma,OK,0.982
2017-03,Oregon,OR,1.541
2017-03,Pennsylvania,PA,2.519
2017-03,Rhode Island,RI,0.105
2017-03,South Carolina,SC,2.975
2017-03,South Dakota,SD,0.466
2017-03,Tennessee,TN,3.919
2017-03,Texas,TX,16.55
2017-03,Utah,UT,2.554
2017-03,Vermont,VT,0.24
2017-03,Virginia,VA,3.072
2017-03,Washington,WA,3.39
2017-03,West Virginia,WV,0.302
2017-03,Wisconsin,WI,1.508
2017-03,Wyoming,WY,0.16
2017-04,Alabama,AL,1.035
2017-04,Alaska,AK,0.182
2017-04,Arizona,AZ,3.255
2017-04,Arkansas,AR,1.065
2017-04,California,CA,9.622
2017-04,Colorado,CO,3.986
2017-04,Connecticut,CT,0.253
2017-04,Delaware,DE,0.565
2017-04,District of Columbia,DC,0.374
2017-04,Florida,FL,10.962
2017-04,Georgia,GA,3.524
2017-04,Hawaii,HI,0.186
2017-04,Idaho,ID,1.178
2017-04,Illinois,IL,2.859
2017-04,Indiana,IN,1.792
2017-04,Iowa,IA,1.065
2017-04,Kansas,KS,0.701
2017-04,Kentucky,KY,0.933
2017-04,Louisiana,LA,1.178
2017-04,Maine,ME,0.495
2017-04,Maryland,MD,1.38
2017-04,Massachusetts,MA,0.876
2017-04,Michigan,MI,2.085
2017-04,Minnesota,MN,1.973
2017-04,Mississippi,MS,0.76
2017-04,Missouri,MO,1.373
2017-04,Montana,MT,0.392
2017-04,Nebraska,NE,0.588
2017-04,Nevada,NV,1.771
2017-04,New Hampshire,NH,0.311
2017-04,New Jersey,NJ,1.583
2017-04,New Mexico,NM,0.386
2017-04,New York,NY,4.168
2017-04,North Carolina,NC,3.877
2017-04,North Dakota,ND,0.416
